Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Jinsook M,Jan 2024,5.0 of 5 bubbles,Bai very very nice ♡,"The last hotel of this trip was Bai. It was good because it was close to the airport. I was able to rest comfortably in the deluxe twin.  The breakfast room was very spacious and had a variety of food. The Angel staff was friendly.  I gave you two Korean coffee mixes. Do you remember?!  It was my first visit in a long time after staying at By Hotel several times when it opened. As expected, it was great^^♡The view from this room was a bit disappointing.",January 2024,NA
bisdakgolfer,Dec 2023,5.0 of 5 bubbles,"Bai Hotel, our preferred hotel in Cebu","After my latest December visit to Cebu, it is clear to me that Bai will always be my hotel of choice due its location, affordability and mostly because of the awesome, friendly and helpful staff.I could say that in the last several years, we have stayed in 1-3 week stints at the Marriott Ayala, Quest, Blu, and most recently 2 nights at the Fili-NuStar. Make no mistake, the Radisson facility is nice and the Fili-Nustar is grand and the best rooms. Bai hotel is pretty straightforward hotel with decent rooms. Although it doesn’t have the fancy amenities the bigger hotels have, it makes it up with its staff.A special shoutout to the Cafe Bai breakfast  lunch team - Jenny, Ranyl, Angel, Shaelto name a few. They really make you feel special by making us really feel at home.Read more",December 2023,NA
Francis uriel P,Dec 2023,5.0 of 5 bubbles,Satisfaction ,My review here in bai hotel is only at the gym is that is so nice and clean also the sauna very nice shout out to noel and glenn they are nice trainers and good service and they have everything plan for workouts and meal plans.,December 2023,NA
Global26421083995,Dec 2023,5.0 of 5 bubbles,Service and amenities,One of the best hotels in Cebu. From its amenities to the service is really amazing. I really enjoyed my stay in Cebu because of Bai! Overall experience is superb. A must try hotel in Cebu and you won’t regret it :),December 2023,NA
Joey S,Dec 2023,5.0 of 5 bubbles,A Christmas worth Remembering,"This is our second time of stay here in the hotel and it has always been giving us a superb experience. From the security, helpful and courteous staffs, down to the room, aminities, and food, they were all magnifecient.",December 2023,NA
Bill B,Dec 2023,5.0 of 5 bubbles,Great and wonderful,"Great services from jhona and joy the birthday dancer , food was okay need more meat selection , very clean restaurant and hotel, overall I would like to thank the staff and all of its employee for great service",December 2023,NA
Bobby A,Jan 2024,5.0 of 5 bubbles,Chilling by the Skyline,It was great experience at this hotel....the chef was kind enuff to make us customised food as per desire. We made an expectation to the case inspite of the extensive menu. Great view of CEBU from this place .  Totally recommend it to people who wanna chill and looking over the skyline of CEBU city.....Great Vibes and Good times.:),January 2024,NA
Robert D,Jan 2024,4.0 of 5 bubbles,great experience ever,"for my first time here.. its a great experience.. nice place, good food and very accommodating staff... thank you lueza amd ranyl for assissting me and my group. thank you for the unforgetgable experience.",January 2024,NA
Jinsook M,Jan 2024,5.0 of 5 bubbles,Bai very very nice ♡,"The last hotel of this trip was Bai. It was good because it was close to the airport. I was able to rest comfortably in the deluxe twin.  The breakfast room was very spacious and had a variety of food. The Angel staff was friendly.  I gave you two Korean coffee mixes. Do you remember?!  It was my first visit in a long time after staying at By Hotel several times when it opened. As expected, it was great^^♡The view from this room was a bit disappointing.",January 2024,NA
bisdakgolfer,Dec 2023,5.0 of 5 bubbles,"Bai Hotel, our preferred hotel in Cebu","After my latest December visit to Cebu, it is clear to me that Bai will always be my hotel of choice due its location, affordability and mostly because of the awesome, friendly and helpful staff.I could say that in the last several years, we have stayed in 1-3 week stints at the Marriott Ayala, Quest, Blu, and most recently 2 nights at the Fili-NuStar. Make no mistake, the Radisson facility is nice and the Fili-Nustar is grand and the best rooms. Bai hotel is pretty straightforward hotel with decent rooms. Although it doesn’t have the fancy amenities the bigger hotels have, it makes it up with its staff.A special shoutout to the Cafe Bai breakfast  lunch team - Jenny, Ranyl, Angel, Shaelto name a few. They really make you feel special by making us really feel at home.Read more",December 2023,NA
Francis uriel P,Dec 2023,5.0 of 5 bubbles,Satisfaction ,My review here in bai hotel is only at the gym is that is so nice and clean also the sauna very nice shout out to noel and glenn they are nice trainers and good service and they have everything plan for workouts and meal plans.,December 2023,NA
Global26421083995,Dec 2023,5.0 of 5 bubbles,Service and amenities,One of the best hotels in Cebu. From its amenities to the service is really amazing. I really enjoyed my stay in Cebu because of Bai! Overall experience is superb. A must try hotel in Cebu and you won’t regret it :),December 2023,NA
Joey S,Dec 2023,5.0 of 5 bubbles,A Christmas worth Remembering,"This is our second time of stay here in the hotel and it has always been giving us a superb experience. From the security, helpful and courteous staffs, down to the room, aminities, and food, they were all magnifecient.",December 2023,NA
Bill B,Dec 2023,5.0 of 5 bubbles,Great and wonderful,"Great services from jhona and joy the birthday dancer , food was okay need more meat selection , very clean restaurant and hotel, overall I would like to thank the staff and all of its employee for great service",December 2023,NA
Kirsten C,Dec 2023,5.0 of 5 bubbles,Perfect,The staff is absolutely amazing and friendly. 10/10 on service. The waiter immediately welcomed us to the place and informed us that he was in charge of our table and really went above and beyond to cater to our needs.,December 2023,NA
Glenn M,Dec 2023,5.0 of 5 bubbles,Amazing Bai,it's always fun to be here and all of the staff are so friendly and it feels like home to be here and the food was o nice with a cosy bed and a nice fluffy bed that you sleep well all night and woke up with a nice sleep,December 2023,NA
Dhenver C,Dec 2023,5.0 of 5 bubbles,One of the best service! ,Hospitality and warm welcome was felt althroughout! I love it! They are all smiling. So far the checkin was smooth. I am upgraded. The room smells so good! The pool bar’s view amazing and i am having a pleasant stay so far!Went to Twilight roofdeck and assisted by Archie and Jen! Superb service. Thank you!,December 2023,NA
Nichole O,Dec 2023,4.0 of 5 bubbles,Bountiful evening,"Beautiful view, elegant embiance, and peaceful area. The buffet was bountiful but it was missing seafoods and a variety of pasta. The hotel has a birthday celebrant free of charge in the buffet section. The hotel has a large reception area and has a large event room for various events.",December 2023,NA
Arlene L,Nov 2023,4.0 of 5 bubbles,Superb staycation ,"The service was excellent during our week stay in the hotel. Breakfast buffet was fantastic specially Jenny was quick to served us fresh fruits and tips on where to go. Nerilyn never forgot to serve my coffee with milk. It was indeed a relaxing stay.The one I admire most the politeness of the whole staff. Greeting the guests with a big smile and good morning, just started delightfully ones day.",November 2023,NA
Saii,Nov 2023,5.0 of 5 bubbles,Excellent Service,"Best hotel stay we've experienced so far. The staff are very accommodating and helpful especially Venus. The room is great and clean.  Probably, it would be great if they have another amenity for kids.",October 2023,NA
Cherry May B,Nov 2023,5.0 of 5 bubbles,Always my number one amongst the buffet places I've been to in Cebu,I always like Bai..with varieties of choices. So fun. The attendants are so polite and friendly. Joy for one is so helpful. She made sure we were doing okay and comfortable. One of the best of Cebu. I like their Indian section..🥰,November 2023,NA
Freedom59172663598,Nov 2023,5.0 of 5 bubbles,Most delicious cocktail,"I went to twilight bar. It was a great experience. The service was very good, and the cocktails were crazy. It was the most delicious cocktail I've ever had. I wanted to try Kent's cocktail next time.",November 2023,NA
Tara T,Nov 2023,5.0 of 5 bubbles,Best hotel in Cebu! ,"Amazing hotel with top notch service. Jojo Barriga helped us arrange our room reservations and it was a very smooth experience, especially after 15h of traveling. All of the employees were extremely attendant and very helpful. The rooms were very clean and welcoming. The food and drinks were also great, and there was a wide variety of cuisines to select from. Overall incredible experience and I would like to stay here again when I visit Cebu.",November 2023,NA
358reneeg,Nov 2023,1.0 of 5 bubbles,Disappointing. ,Disappointed. Previous stay was impressive. Came back bringing family to be massively disappointed. It seemed there was a 180 degrees turn around for the worse. Quality of service and product is POOR.,November 2023,NA
