Rating,Review Text,SA,Sentiment
4,three day stay hotel rewarding sense able combine work rest away comforts residencein break periods hotel room became accessible quick breather nuggets naps thus pretty much convenient housed accommodation setting thatis stones throw away meeting venueread,0.8658,Positive
4,always good stay waterfront cebu city hotel hesitate recommend friends relatives colleagues proximity location key places destinations cebu city great,0.8885,Positive
4,place nice daughter love swimming pool people polite helpful stayed 15 floor shower great clean hot cold water said water safe drink able ask extra towels complaint definitely stay next time visit cebu,0.9638,Positive
4,disappointed upon check given 2 single beds put together really im celebrating birthday thats said reservation worst part shower heads full plaque water slowl coming drainage hardly working step shower bubbles feet bath face towels starting turn brown kidding supposed 4 star hotel overall needs upgrade another reservation oct hope wont experience,0.0202,Positive
4,great place stay staff helpful returning next visit rooms clean room service good short taxi ride every thing wanted,0.91,Positive
5,staffs friendly feel secured safethe room cozy nice comfortable sleep staylocation hotel good near heart citythe buffet area good nice selection food surely go back read,0.9702,Positive
4,like hotel amenities definitely recommend hotelto others ideal place stay leisure business trips well love room gym fantastic buffet food serve uno convenient going safe near ayala mall,0.9716,Positive
4,staff friendly feel safe secure sleeping hotel room sleep comfortable undisturbed street noise despite hotel heart city waterfront would top options checking cebu city,0.9118,Positive
5,service excellent staff polite well groomed security good lobby relaxing location convenient quite near shopping centers taxi available time become little scarce morning hours 0800h 1100h rooms nice clean,0.9578,Positive
4,always good experience stay wcc cebu monthly travel breakfast comes package excellent many choices one thing though washroom experience would complete bidet installed near toilet seat,0.765,Positive
4,nice place manage sleep automatic door slamming highy recommend hotel wished possible iron clothes room pan pacific manila got,0.6486,Positive
4,day one day four stay enjoyed everything except bathroom shower morning breakfast mouthwatering theres lot choices crews hotel attendant accommodating looking forward stay another weekdays good hotel cebu,0.7351,Positive
5,stayed 3 days 2 nights waterfront one best hotel cebu near places wanted visit nice pool rooms clean food good definitely come back worth every cent,0.9451,Positive
5,great time cafe uno located ground level waterfront hotel casino lahug cebu cityits great value money myriad selection food devour filipino japanese italian asian food satisfy tastr buds mention fresh salad section cakes pastries well blueberry cheesecake must tryaside food service presentation cafe superb attendants attentive customers needsgreat job hats cafe unoread,0.9686,Positive
5,satisfied enjoying stay hotel everyone accommodating respectfull guest one thing satisfied lost two usb chargers recover mrdanny certain room service boy happened find somebody took service cart according himhopefully come back lost item recover happy items recover please let know thru email jobertalburo yahoocom thank much,0.9325,Positive
5,stayed waterfront hotel several times total 2 3 months years back choosing 2015 travel date oldest tripadvisor menumy experiences pleasant except one time properly informed policies one trip informed price increase room rate checking stay 1 month wanted higher rate since sign rate objected ensuing discussion guest manager resulted missing flight back manila goodness need inform guest need pay soon realize rate signed wait flight departure time despite like hotel think rated 4 star level tripadvisor would recommend hotel make sure ask policies soon check food probably 4 star level 5 star level seen manila,0.8267,Positive
4,stay great hotel room clean personnel accomodating polite location hotel close shopping center food places looking place stay waterfront hotel one places might want try,0.7964,Positive
1,hotel old falling apart taps toilets working bed tired bed sleep restaurant ok though definitely coming back location good accessible,0.5106,Positive
4,find superior room big two us thats good also fact near park helps hungry tummy whenever feel like getting snacks first time cebu first hotel stayed really gives us good impressions,0.936,Positive
4,place good good staff helpful location great want cetre city negative side traffic beyond belief terrible take cab anywhere point problem good gym well looking hold back pounds gained holiday food excellent would definetly recommend include breakfast booking great choice mixed cuisine westeners asians thing place needs bit rejuvination outside looks bit worn dirty takes away elegance building overall minor thing didnt affect overall experience defintly worth go tohotel cebu,0.9719,Positive
3,visited casino 2nd floor suprisingly slot machines still old need upgrade environment casino needs renovation hotel lobbyis still stayed years ago,0.0,Neutral
4,generally ok disappointed didnt get request connecting rooms understand requests depend availability date stay dont believe dont available connecting rooms nonpeak month nonpeak day maybe another reason didnt prioritize request staying night probably 3 nights maybe well give us request sad,-0.4404,Negative
4,great experience blast welcoming 22nd birthday comfortable relaxing stay place really good experience hoping able go back soon,0.9626,Positive
5,convenient place lot restaurants close 24hrs open close big mallstheres dutyfree inside hotel also casino like gumbling jetlog cant sleep night also swimming pool gym quality hotel nice one,0.6486,Positive
5,visited cebu city see reservation usually complimentary accomodation waterfront cebu city hotel casino place fascinating staff accomodating first visit last june 2010 cebu temple lahug open public room waterfront see majestic temple lorda great sight place bedefinitely coming back waterfront,0.8885,Positive
5,nice place stay casino really nice watch people loitering watching play watch hours one get jump right machinei call creepers allow loitering nice place nice buffet,0.926,Positive
4,overall place excellent big rooms clean staff friendly slow front desk price drinks overpriced well mini barbuffer breakfast great selections like smell dried fish potato wedges cold,0.9538,Positive
4,stayed waterfront hotel holiday concentration training also productively used long holiday decause able eat delicious international cuisine thankyou,0.8442,Positive
4,superior rooms horrible old tried grubby deluxe rooms nicer breakfast better uses staff great stay superior rooms surealso careful branded water ref waterfront free misleading,0.9393,Positive
5,worldclass home away home accommodation gives feeling peace warm securely protects high alert status police authorithies nationwide due bombing davao city enjoyed birthday stay hotel despite ill,0.9471,Positive
4,stay short lovelyit great first experience hotel room super fanstastic appears fivestar like accomodation hasslefree overall highly recommended,0.9117,Positive
5,food service employees rooms first class extremely enjoyable stay would recommend anyone confidence enjoy stay hotel exercise rooms clean fully equiped,0.9312,Positive
5,excellent hotel stay little suggestions room stayed bed small maybe put little bigger bed specially foreigners kind big pillow kind hard,0.8779,Positive
5,convinient place beautiful eleganti recommend hotel friends abroadthe manager friendly talked regarding drowned vediohe gave advices doit goed atleast fair,0.8779,Positive
5,wonderful stay waterfront uncomportness bearable extra bed quality late response request additional towel hope better stay next time overall pleased choose waterfront hotel whenever go cebu,0.9081,Positive
5,stayed cebu 3 days business trip spent first night hotel near airport great experience transferred second night say hotels able amaze us service two one luxurious lobby exquisite room comfortable breakfast awesome location near mall ill definitely go back,0.9432,Positive
5,prior direct booking asked business partner send impt materials waterfront lahug allowed hand carry upon arrival checked inquired package safely kept conciergethis package impt next day meeting success efficient handover package concierge great,0.9517,Positive
5,great stay together family really love room classy comfortable stay fact located city cannot hear noise outside thats plus hotel since want relaxation kids really love pool,0.9757,Positive
4,one hotel airport pick arrived front desk asked put 11 000 peso deposit wet bar kidding insulting said would lock mini bar said ok,-0.1531,Negative
4,one grandest hotel cebu city great location close park minutes airport spacious rooms great amenities including free wifi buffet breakfast selection filipino cebuano asian western dishes food drinks treat hungry stomach great ambiance nice pool beautiful casino lot offer great service,0.9867,Positive
4,room condition sufficient take rest size room cleareance view location breakfast swinnig pool gym safety comfortable chance visit dont hesitate choose,0.8366,Positive
4,would recommend people stay big clean rooms prompt service pleasant staffs uno buffet really worth value many foods dried upto standards need improve better lower price match standards,0.943,Positive
3,happy type room give us husband pay extra room room nothing compare room son pay superior room deluxe son much nicer bigger oursthank,0.8519,Positive
4,rented ambassador room complaint front desk personnel tell us ambassador lounge ability access amenities overall pleasant stay make point share every guest rents ambassador room,0.6808,Positive
5,excellent experience everything beyond expectation wish time enjoy facilities amenities services recommendation business partners family friends,0.9136,Positive
5,great stay professional front desk rooms spacious clean room service food hot called service way plenty restaurants great atmosphere sensational location close everything cebu offer highly recommend,0.9286,Positive
4,hotel enjoyable staff great room bit dirty breakfast wasnt good waiter ray good friendly casino decent loved lobby looked classy,0.8857,Positive
5,every thing excellent front desk attend upon check well accommodating inform everything hotel services dont need ask anything already said great job,0.872,Positive
4,hotel busy part town taxi approaches small side road palatial hotel well appointed food good atmosphere good partner waterfront airport hotel enjoyable stay busy especially breakfast casino exhibition space site,0.8689,Positive
5,stay waterfront cebu city always wholesome beginning welcoming spirit right entrance reception area sumptuous breakfast clean secured organized bedroom restrooms amenities good though wish management would consider upgrading toilet facilities putting bidets need request water deeper washing,0.9274,Positive
4,well satisfied couple days staying hotel friends however observed laundry service expensive appreciate hotel could offer less food good keep power,0.9066,Positive
5,would say hotel getting age actually still looking pretty fresh pleasant room comfy bed bath tub minor nice touch room already card power cradle aircon etc stay even leave room view soso lobby oldschool cool lots space lots dining options,0.9153,Positive
4,ive stayed waterfront 25th 30th augustits first time staying wont last time provides many facilities like several restaurants uno great buffet matter morning lunch supper mizu delicious japanese restaurant italian restaurant name im sure think la gondola rooms big quiet clean hope shower head might updated new one gonna installedread,0.9538,Positive
4,enjoyed room 14th floor view fabulous staff nice ate room service food good delivered professionally great place relax found casino abit bland staff good,0.9694,Positive
4,bought 3 months long membership use pool little expensive nice place good service staff friendly fun talk also food pool quite okay sometimes lots ants guess thats expect spending time philippines,0.9204,Positive
1,worst hotel ive ever stayed charged us 20 dollars breakfast even though said included breakfast bookingcom bought room 4 people instead gave us two single beds said largest,-0.7096,Negative
5,room spacious clean exhausted plane delays bad weather arrived odd time nothing much trouble staff minor hiccup maintenance matter bathroom fixed within ten minutes able get sleep,-0.501,Negative
4,good hotel breakfast much european enough choose lot restaurents buffet italianthey duty free available massage nice swimming pool every think need check check fast five good rent car lot trips,0.8979,Positive
3,scheduled appointment us consulate thats choose hotel disappointed 3 nights stay first day water heater didnt working second day toilet got clogged one year old son contracted rashes taking bath tub outer ear became irritated buy mineral water outside hotel bath feel clean taking shower hotel fact rinse tub hot water taking shower checking also horrible waited 30 minutes line receptionist helped 2 people stay line desk called room attendant clearance soon informed one face towel missing ridiculous noticed one face towel since first day even bother use receptionists accusation uncalled professional arguing receptionist gave back 3000 pesos deposited upon check never come back hotel worst service ever,-0.9686,Negative
4,ideal location stop close shopping malls restaraunts spent minutes time going wanted go one enjoyable experiences cebu close port area far airport,0.6249,Positive
5,travel cebu surrounding area 6 times year plan around cebu city always try stay waterfront hotel classiest hotel cebu city hands stayed marco polo radisson blu marriott others one manages hotel better people waterfront hotel casino cebu city staff outstanding every level location great grounds beautiful expertly maintained appreciate finer qualities hotels thoroughly enjoy hotel value money usually excellent well,0.9827,Positive
4,hotel staff excellent helpful say leastrooms spacious comfortablehotel close huge shopping mall well centrefood good value money unos restaurant little repetitive shame enjoyable stayread,0.9233,Positive
4,experience great really sticks filipino theme food atmosphere like casino operates 24 hours dealers friendly rooms comfortable modern theme filipino classic design,0.9201,Positive
4,hotel great deal amenities especially like restaurants casino bathtubs somewhat inconveniently designed staff nice helpful food quite good,0.9402,Positive
4,stared weekend payed around 250 aud two nights saturday sunday hotel facilities gaming floors well maintained given age facilityif youre looking place crash however better locations cebu money buy would suggest checking airbnb tripadvisor booking,0.3182,Positive
2,hotel front desk long queuing slow response every single guest checking take least 20 minute guests make noise shower room hot water intermittent issue window room facing aircon compressor noisy,-0.1779,Negative
5,happy every point experience reservations agent jocelle efficient quick fo trainee anna dm abigail wad initially pleased orig booking intold staff requested rooms quick respond accommodate,0.8555,Positive
3,hotel accomodation visitors fee unusual even talked supervisors managers cannot explained purpose visitors mentioned hotel policy,0.0,Neutral
5,experience greatmy family enjoyed stay unfortunately debit card used unauthorized restaurant pay billive waiting restaurant call details,0.128,Positive
2,rooms old water pressure low despite staying 14th floor front office staff distracted check security lapsed random bell didnt bother offer help get taxi needed one,-0.5457,Negative
4,perfect staycation us new couple 1st time hotel aside near reception venue ambiance romantic privacy since room junior suit thanks upgrade even thought interior bit ventage typefo uno rest staff friendly accommodatinf except valet staff great time wonderful staycation,0.9652,Positive
4,conference hotel four days rooms amazing exception lighting dim liking offer different amenities including pool gym massage shops front breakfast buffet lots favorite selections including corned beef yoghurt soy milk,0.8591,Positive
3,old hotel however clean try upgrade rooms modern style dont like room since ceiling lights table lamps nonetheless food great location okay,0.7643,Positive
5,hotel clean personnel helpful locacin great easy go round cebu get transportation richter away personnel helpful ala aspects always willing help,0.9517,Positive
2,first time stayed wedding attend since everyone knew stayed lobby great first enter feels like 5star hotel duty free victorias secret store casino room okay smells old maybe carpet worst thing bathroom didnt expect much since room okay took bath showerhead crazy think didnt replace since hotel built old water flows different directions wc lobby better room,0.8519,Positive
4,got upgraded junior suite upon checkin checkin hassle free lot reception staff room great separate living room bedroom clean well maintained good lounge club room guests lot food choices breakfast cafe uno centrally located hotel cebu near ayala mall cebu park,0.9337,Positive
3,increase receptionist two time checkout line already long think checked early morning usual check time almost missed flight,0.101,Positive
4,hotel good price point believe theres 2 hotel casinos cebu city one lobby huge breakfast uno wide variety food rooms also huge even though availed cheapest one pool nice lot restaurants well taxi lane outside lobby problems going around city shower could use upgrade since curtain enclosure problems hotel,0.7351,Positive
5,wow great hotel casino 5 star stayed ambassador suite fantastic room staff excellent restaurants duty free store victorias secret convenience store gift shops lounge lobby close malls outdoor swimming pools pool bar heated warm water exercise room modern equipment sauna hot tub spa massage highly recommend hotel anyone likes luxury dont forget really large casino live shows slots table games wife got spoiled,0.9829,Positive
2,carpet dirty old need change bed old worst part hear next room personal business screaming stuff planning use casino place go,-0.8625,Negative
4,swimming pool great friendly efficient staff one showed concern offered get nurse husband sorry didnt get name beyond nice front desk staff helpful attentive breakfast also great deal well downside would moldy musty smell got used two days odor permeated clothes overall excellent staff service compensated outdated building facilites unpleasant odor greatly appreciate genuine concerns friendliness offered hotel staff thank making stay enjoyable,0.9843,Positive
1,staying business mixture business people around asia get another hotel shortly arrival hotel allow smoking across street taxi area also outside hotels security guest wants smoke searched amazing thing casino allow smoking point find another hotel even though dont smoke like cigar gamble drink would recommend hotel unique customer usual customer stays casino hotel,0.8552,Positive
5,well worthy money stayed overnight children free breakfast thus pay downsidevery convenient location everything church malls restaurants transports,0.7845,Positive
4,staff friendly breakfast buffet good service excellent shower head better though bidets even standard rooms overall great stay would certainly want back,0.9612,Positive
4,nice hotel clean affordable near restaurants shopping beaches rooms aircon ok internet faster hotel nice swimming pool like casino right hotel,0.9001,Positive
4,recomend add room service korean menu like bibimbap bulgogi etc room condition need renovation especially bathroom fixed shower head unconvient please change flexible shower head bath tube oldread,0.6908,Positive
5,stayed days attend family weddingexcellent service staff great hotel locationwill recommend friends familybreakfast buffet good proximity places interest helpful,0.9545,Positive
5,hotel spacious lobby ambassador room great comfortable beds iron iron board important staff courteous prompt service thanks allowing us access club snacks drinks buffet breakfast ha variety choices good food efficient staff,0.9705,Positive
5,leor july 15 2016its nice place stay clean rooms good services front desk accommodating smiling face food excellent uno restaurant breakfast dinner van free going ayala mall great place visit,0.9702,Positive
5,especially liked swimming pooli hope publishing games rule casinodesk hotel friendlywe didnt speak english well able take advantage hotel without discomfort allread,0.8182,Positive
4,like rules blackjack table double 10 11i love location room service good like playing casino everything else good first time saw basketball game playstation could play win money playstation like playstation,0.9735,Positive
5,enjoyed stay room staff excellent pool area great nice poolside bar childs pool small slide main pool quite deep hotel good location places going,0.9521,Positive
4,smoker non smoking policy ideal read booking fault rooms clean bed comfortable furniture little dated breakfast excellent,0.8789,Positive
4,loyal patron hotel years back business trips cebu rooms gets outdated comes renovation curiosity tried rainy days promo surprised find recent transformation park get go newly refurbished lobby checkin counters retail strips mesmerized improvement mention hospitality staff room attendant food servers uno 3 nights stay relaxing comforting say least clients business partners cup coffee well lighted lobby never tried gym pool though presume divine cebu traffic terrible taxi hunting nightmare peak hours last minute shopping breeze shuttle service ayala mall sm cheers great hospitality rooms would best bidet toilet comes standard new hotels cebu davao,0.9794,Positive
4,stay place often good sevice clean near mall front kindly pool small clean breakfast good room clean clam smoking room ill stay,0.9231,Positive
4,location convenient room clean tidy staff friendly helpful good service food good quite disappointed taste quality food,0.8781,Positive
4,stayed hotel 2 days familythe location near ayala mall staff security guards kindbut think bed old feel uncomfortable spring inside bedplease check bed condition working properly please replace itread,0.2732,Positive
1,stayed every year 9 years happy enough worst experience staff used friendly helpful thing really annoyed queueing 30mins checkout 2 staff checking people peak time counted 6 computers could used worst part people ahead line one ladies checking one one friends would come rooms jump queue join checkout complained staff finally turn wait 30 mins said sir checked 13 rooms apology whatsoever replied yes know 1 ahead queue infuriating dont know standard procedure seemed either happy didnt courage tell join queue refusal acknowledge even look eye indicated knew hadnt done right thing also day 630am requested iron brought room could iron shirt meeting 830am left still hadnt brought wear crinkled shirtthe rooms outdated nowhere charge even phone without moving furniture stayed 2 nights time disappointed,-0.0312,Negative
5,every time travel cebu make point staying everything hotel good checking checking 10 10 think faults need better luck casino lol,0.8176,Positive
5,hotel great staff helpful polite really try make stay pleasant possible breakfast excellent surely recommend waterfront friends family,0.9698,Positive
5,great time staying waterfront although one night son blast conveniently located front park walking us plus pool great slide son time life,0.8481,Positive
4,satisfied stay except rude security guard discriminating rude came back get something left wearing shorts slippers harshly asked us going going obviously going hotel,-0.2023,Negative
4,overall enjoyable stay staff good buffet breakfast excellent room little dirty namely carpet bath everything else good gourmet pizza restaurant la gonzala bad experience falsely advertise eat present disgusting example pizza large bowl virtually unpalatable pasta tell cant anything else eaten top prices insanely high beverage tax large service fee poor service wife felt sick eating pizzas expensive would recommend going meal felt like robbed,0.3167,Positive
4,enjoyed stay hotel food uno restaurant good hotel staff respectful hotel located near malls easy shop would like stay hotel time,0.9274,Positive
5,friends fun staying hotel nice clean personnel welcoming accommodating looking forward stay hotel ever coming back cebu recommend hotel friends trip beautiful queen city south,0.9729,Positive
4,location hotel great close malls good service definitely stay cool honor 4th july guards always help get taxi take note license plate make sure information case concerns taxi driver,0.9595,Positive
4,hotel great awesome friendly staff amenities 5 star hotel difference 5 start hotel reviews staff pleasing friendly perfect 5 would still definitely recommend staying cebu due accessibility facilities great staff make sure check casino,0.9865,Positive
4,good stay got quiet floor generally enjoyed 3days 2 night stay suggest check bathtub enclosure water tends run floor heard somerooms dont havebathtubs anymore,0.7351,Positive
4,satisfied customer gym food buffet good near food place thing casino trying get card rewards card personnel break nobody,0.8316,Positive
4,found place excellent stayed 2 nights good sleep feel secured convenient accessible go business centers cebu economical affordable restaurants foods varieties choose delicious freshly cooked,0.9186,Positive
5,hotel location nice view road nice local transporters known well easy visit every taxi driver well known hotel never encountered difficulty reach hotel every corner cebu city experience nice,0.9378,Positive
3,stayed 4 weeks overall stay satisfactory amenities good however airconditioning system room sucks transferred rooms 3 times still able get colder room sleeps always interrupted due issue decided stay ample time transfer management accomodating huhuhuhu,0.1779,Positive
1,told room breakfast included price told upon leaving breakfast room included charged double nice little scam im sure im first riped way waterfront cebu,-0.0953,Negative
5,room spacious hotel staffs polite accomodating room clean concierge helpful mindful guests bathroom well kept definitely highly recommended,0.8858,Positive
5,staff hotel lobby room service friendly courteous accommodatingafter whole day work nice stay place rest peace mind cozy room excellent servicekeep,0.9485,Positive
5,hotel room cozy staffs kind wonderful stay waterfront cebu city would like make reservatinon next time give good reputations friends willing stay cebu,0.9393,Positive
5,stayed ambassador suite lovely felt like home super love complementary cocktail bar wish get drinks back bring room pool nice clean big place theres casino definitely come back,0.9758,Positive
3,stayed 2 nights waterfront cebu hotel staff friendly attentive rooms clean seem old especially stains furniture bathroom doubt still cleanable harmed good first impression food satisfying wifi worked way stay generally acceptable hotel business trips,0.8555,Positive
5,family great experience staying waterfront hotel lahug considered stay vacation vacation breakfast buffet uno awesome staff great especially arnel aparis kudos,0.9506,Positive
3,arrived late gave us twin room even though chose king bed room dealt us next day definitely upgrade room due wrong condition didnt even woke early due recheck,-0.1027,Negative
5,entrance information desk comforting relaxing ambiance scenery staff friendly always smiling room temperature exactly like comfort room hope could add bidet,0.9584,Positive
2,party booked thru bookingcom wonder deal price means good roomi complained temperature room since feels warm even people gone dressing stayed sister room night still feels warm,0.6908,Positive
3,hope restaurants inside hotel honors foreign senior citizens id card especially filipinos usa issued id noticed honors ac cold food good rooms clean,0.9337,Positive
4,like hotel room bed comfortable service good friendly casino attached lobby walking distance commercial centre find good food,0.9313,Positive
5,great experience family suite waterfront cebu city room huge family awe opened door service great food even better loved everything stay surely back,0.9648,Positive
4,stayed 2 nights family buffet breakfast uno good local food featured rooms clean comfortable picturesque view city especially night bathroom bit dated though tub service ok staff smiling greet assist overall still great hotel,0.9686,Positive
5,stayed 4x hotel wont look place stay im cebu rooms spacious facilities beautiful even provide free shuttle service nearby mall need mention complimentary buffet breakfast heaven,0.9246,Positive
4,hotel centrally located near cebu business park staff really nice rave pool bartender really looked us also nice work gym use sauna steamer could walk local restaurants go mall free breakfast bar huge really starts day right prices hotel bar restaurants really good deal,0.9322,Positive
3,stayed couple nights reserved 2 rooms rooms clean average used one best hotels back day seems like rundown hotel,0.8555,Positive
1,hotels ive visited welcomed pleasant greeting good morning good evening experienced 7pm 730pm last june 17th hotel terribly unforgettable one coming park walked across street along 3 people walkway passed guards house guard singled even already passed steps called attention impolitely asked sir going life going back forth hotel first time asked question found question manner questioned degrading humiliating responded going port allowed dine walked away steps guard commented wont allow enter came back ask say already cars lining enter needs inspected walked away since dont want cause traffic main road incident left wondering entering foot treated way wearing jeans shirt single among others definitely would recommend avoiding hotel going taxi car might suffer humiliation experience,-0.7174,Negative
5,family booked family suite room blast room huge well laid computer printer strong internet connection pool marvellous deepest part 8 feet great time room service excellent,0.9382,Positive
3,rooms old shower working beds comfortable renovation done lobby staff great hotel seems old thats come back dine yes another night stay,0.8807,Positive
5,overall goodexcellent service get opportunity come first stay preference water front hotel casino cebuall peoples smiley respectgym swimming pool aerobic class nice,0.8074,Positive
5,thank much waterforntcebu wonderful stay taking care us cebu convenient buy souvenir items island souvenirs shop food great especially favorite mizu japanese resto la gondola hope back soon,0.9623,Positive
3,charged 8000 extra roll bed 2 breakfast excellent night time buffet port restaurant hotel pool area good breakfast excellent hire taxi day see sites,0.8591,Positive
5,wonderful time family waterfront hotel lahug cebu city service good warm almost every place within perfect waterfront officers staff mabuhay kayo god bless hope comeback soon many thanks god bless,0.9771,Positive
3,hotel nice toilet bowl clogged next room showering hear water flowing otherwise would given 4 star breakfast buffet ok bad good spread didnt try lunch dinner would probably recommend place,0.7096,Positive
3,generally accommodation good food little bit expensive duty free items costly compared products outside department stores rooms neat organized bathroom clean accessible old people physical disabilities rooms hallways elevators smelled funny like cigarette smokes hotel needs new carpets paints,0.9423,Positive
4,building close look like needs new paint job bathtub seem bit datedi also tried using computer business centre problem printing document email staff could print itotherwise everything good welcoming friendlyread,0.6808,Positive
4,stuff good necessary make identification hotel guest visitor clear girl say preservation think rude general ladyshould establish smoking space inn hotelread,0.3612,Positive
3,stay ok thought crs renovated reflect hotels name reputation shops casino good well cannot compared hotels manila find facility outdated,0.7351,Positive
5,checked hotel aunties grandmother cousins best hotel cebu really liked far casino dont need go far breakfast mouthwatering good food good accommodation friendly staff,0.9459,Positive
4,everythings within expectation except check check process front desk unbearably slow must computer system even printer leaking toner paper fingers even gene handed print id signinggene comrades professional corteuous admirable long wait front desk dark gray cloud improve area,0.7579,Positive
5,accommodating service excellentand really enjoy stay keep good services youre offering peoplehope give lot offers come people avail enjoy,0.8716,Positive
4,bathrooms need renovated look feel old clean room attendant failed place complimentary water days ask slippers also made available upon request otherwise everything good,0.6369,Positive
1,place caters koreans used travel cebu used stay ill stay somewhere else im filipina husband white treated us like badly playing black jack losing korean didnt know play pbut dealer said let korean play matter dealer would busted times since didnt know lost told dealer money also know dealer told leave instead never stay instances dont feel like talking anymore hate place,-0.8229,Negative
4,generally quiet relaxing 3 nights hotel must gained 30 pounds breakfast buffet definitely come back third time though would perfect mall within walking distance nevertheless got moneys worth,0.9201,Positive
4,swimming pool gym accomodate guests convenient food restaurant many choices variety local foreign delicacies room spacious well makes sleep comfortable,0.6597,Positive
3,parking bit cumbersome lack process organized way make selfparking manageable instead validate parking ticket every time go inout property parking pass utilized duration guest stay,0.0516,Positive
3,controls central ac room like button pedestrian crossing anything barely feel air coming despite turning thermostat fan speed 1 3 proof central ac working room somewhat cold smell cigarette smoke rooms guests clearly violating nosmoking policy hoteli chose stay experience 10 years ago guess years already affected quality facilitiesdirty toilets pool area shower smells like piss,-0.2644,Negative
3,hotel accessible shopping mall restaurant staff friendly expecting lavish service ambassador room bit disappointed room ambassador must upgrade aircon working properly bathtub area quite high,0.0258,Positive
4,right doorstep everyone smiling courteous alert attentive requirements include doorman security bellhop concierge front desk reception hotel attendant room service waiters price may steep family trip perfect business,0.9274,Positive
4,stayed waterfront wedding dress everything went well fromt desk polite ans concierge helpful courteous thank making stay memorable one,0.8658,Positive
4,room clean problem shower bathroom working stay receptionist attentive guest accommodating well thank enjoyed stay,0.7845,Positive
1,hotel looks beautiful outside badly needs renovation inside room ok everything looked tired especially bathroom good thing water pressure really good saving grace aircon good bed ok starting feel soft old carpets inside room hallway seen better days arrived hotel concierge met us hence took suitcase way reception area nelson hotel driveway writing god knows couldnt even utter word welcome guests receptionist welcoming stucked women standing counter greeted yes maam tone want im afraid receptionist particularly rheena needs retraining welcoming guests arrived early room yet ready asked come back asked could leave luggage told take concierge counter empty concierge found huge hotel lack people concierge department pathetic day checked time checked hotel hardly concierge staff find constantly asked receptionist call concierge hence refused give tip worth im afraid wont recommending hotel needless say wont coming back unless update hotel well staff,0.9803,Positive
4,ive stayed many times business pleasure hotel service awesome suggest open pool 24 hours like citygym take dip afterhours thats really get time,0.8834,Positive
5,situated near park area cebu hotel luxury traveller expansive lobby quite impressive indicates type venue rooms quite large incredible views cebu city venue hosts several high end restaurants prices reasonable casino also onsite inclined pursuits impressive gym pool area also available staff professional friendly tariff reasonable revommended,0.8882,Positive
4,room one robe called one none delivered checked outbreakfast great plenty choose friendly staff hotel lobby beautiful nice hang outbeware taxi rides insist turning meter,0.9337,Positive
5,thing wrong hotel name waterfront tj front desk great help amazing friendly staff good lobby area drinks food,0.9287,Positive
5,spend 3 nights first stay love view port side hotel see sun rise great service clean room love breakfast everyday enjoy swimming pool child love,0.9738,Positive
4,waterfront hotel excellent hotel best customer service although find front desk irritating booking transactions well compensated way hotel staff attend needs room spacious room temperature controlled hotel hallway long even routine walk every morning without disturbing guests lobby spacious although times smell cigarette smoke buffet breakfast varied selections food taste good,0.9105,Positive
5,stayed may 2430 2016 really relaxing experience fianc really lucky stayed executive suite given hotel staff free room upgrade hotel lobby grandeur spacious wellmaintained casino 2nd floor duty free victoria secret boutiques ground floor island souvenir sold cebu tshirts ref magnets etc atm inside hotel 4 restaurants inside well convenient dont want go room huge separate sala tv complete kitchen facilities restroom main bedroom separate bathroom bathtub tv well looks like living condo must say stay really homey refreshing since 5th time cebu opt really stay hotel maximize services ordered room service practical going malls since service food enticing also tried dinner buffets pricey considering various selections food gym average boxing ring free zumba swimming pool also ok located lower level hotel hotel also near ayala center cebu really value guests even convention time stayed also one delegates convention treated hotel guests utmost importance made comfortable providing separate entrance door delegates hotel guests even though lobby jampacked people guests delegates hotel really accomodate crowd wonder several huge events conducted place definitely come back also try waterfront hotels philippines service worldclass amenities facilities,0.9901,Positive
5,love place like hotel mall place perfect weekend getaway staycations partner whole family staff arr courteous friendly kids enjoyed swimming pool room cozy spacious although charge quite lot foods beverages sad overall would love spend another weekend getaway,0.9694,Positive
5,thank excellent experience many options dine hotel accessible convenient location hotel staff accommodating helpful times stay whenever cebu,0.8402,Positive
4,first would like thank management upgrading room first time stayed hotel say services rendered us good food served delicious recommend installation bidet toilet,0.9201,Positive
5,staffs really accommodating respectful front desk room service restaurantwell maintained rooms halls elevators etcexcelent hotel theres smoking roomsit would best,0.8166,Positive
3,expensive get room size ok carpets old look moldy dont look moldy fridge padlock got room good thing unlocked returned late afternoon breakfast bad pool nice bathroom supplies basic shops hotel pretty convenient location heart business center far walk nearby take cab theres scheduled shuttle bring sm ayala though overall cheaper would better old expensive,0.8591,Positive
5,travelled family last may 2730 2016 exelent service encounter problem 4days stay accomodating request thank wonderful cebu experience definitly come back recommend hotel,0.7184,Positive
3,staff friendly accommodating amenities dated especially old wing good quick business trips expecting relaxing luxurious vacation hotel,0.8612,Positive
