Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
LoveLy Ann H,Jun 2018,5.0 of 5 bubbles,Ezzego1 global travel,"highly recommended hotel. great service especially sir Ranil for accomodating us. clean place, with good service  friendly waiters. Sir Ranil accomodate us the entire event. thank you. from Lovely Planet Travels.",June 2018,NA
boholtinker,Jun 2018,5.0 of 5 bubbles,Quality accommodation at the heart of Cebu,"Although we only stayed at Harold’s for one night, I feel the need to give them big thumbs up! The rooms are very clean, nice and comfortable. All staff is very friendly and provides you with professional service all times.Hospitality at its best!",June 2018,NA
nance102,Jun 2018,5.0 of 5 bubbles,Satisfied!,"T’was my first time staying at harolds hotel and it was great tho! The hotel is kinda bit old but the room was very clean and very comftable. The breakfast was good and the food was very delicious plus the unli coffee😋it mades my day’s perfct! and the staff ws very kind they treated us well, we felt like we’re special. Keep it up! I would tell my friends to stay at harolds hotel. Thanks.",May 2018,NA
Jose C,Jun 2018,5.0 of 5 bubbles,Cebu City’s most wonderful hotel ,"Been to Harolds many times, mainly because it is centrally located. I wish to commend the hotel’s excellent service and continued efforts to raise the bar in the hotel and restaurant industry. The rooms are always comfortable. The rooms on the higher floors offer scenic views of Cebu. The buffet offerings are always value for money, “hindi nakakaumay”. The rooftop bar has a lively entertainment vibe. Food choices are diverse—there’s always a dish that will satisfy one’s taste and preference. I also had time to use the hotel gym for my cardio exercises. There’s regular transportation to/from Ayala Center. The airport transport service is prompt, reliable and efficient. In particular, I wish to commend Queen Ann and Sarah at the Front Desk, Aaron at the buffet restaurant, and driver Arvin of Europ Car Cebu for always being cheerful, lively and efficient. They always pay attention to the tiniest of details. The hotel’s brand of service is truly exceptional.",June 2018,NA
annumaire,Jun 2018,4.0 of 5 bubbles,Thumbs up!,"Special thanks to the staff of Harolds. They were friendly and polite. I have a pleasant stay together with my love ones. I was impressed by the room, it was spacious and cozy, most importantly clean. Towels were clean and no stain. Bathroom is well polished and clean. Tasty and good breakfast. Continue to keep up your hotel and highly recommended.",May 2018,NA
percegut,Jun 2018,4.0 of 5 bubbles,Birthday party,The place was comfortable and spacious. The restaurant waiters were kind and good. But the orders took longer to serve. The lack of waiters attention to some food orders were forgotten and my cocktail was forgotten too! I got to ask where is it and how long will I wait. More efficiency is expected from the waiters maybe?,June 2018,NA
Muhammad Z,Jun 2018,5.0 of 5 bubbles,One of the best in Cebu,"The hotel was superb. If you were Muslim , there is a one Masjid walking distance with this hotel, Cebu Islamic Center. There is also one laundromat in front of the hotel. The room was spacious and very clean. Amenities is also outstanding. I left my credit card during checkout, and I manage to get back my card. Very honest.",June 2018,NA
Nessy E,Jun 2018,5.0 of 5 bubbles,Ezeego Product Update,"First time going to this hotel and the staffs are very helpful and accommodating. That one staff incharge during this time, his name was RANIL and he had this very important quality in rendering service culture to the guests. He was so attentive and alert in addressing to the needs of the guests. So I suggest and encourage everyone to also experience what I just had.",June 2018,NA
LoveLy Ann H,Jun 2018,5.0 of 5 bubbles,Ezzego1 global travel,"highly recommended hotel. great service especially sir Ranil for accomodating us. clean place, with good service  friendly waiters. Sir Ranil accomodate us the entire event. thank you. from Lovely Planet Travels.",June 2018,NA
boholtinker,Jun 2018,5.0 of 5 bubbles,Quality accommodation at the heart of Cebu,"Although we only stayed at Harold’s for one night, I feel the need to give them big thumbs up! The rooms are very clean, nice and comfortable. All staff is very friendly and provides you with professional service all times.Hospitality at its best!",June 2018,NA
nance102,Jun 2018,5.0 of 5 bubbles,Satisfied!,"T’was my first time staying at harolds hotel and it was great tho! The hotel is kinda bit old but the room was very clean and very comftable. The breakfast was good and the food was very delicious plus the unli coffee😋it mades my day’s perfct! and the staff ws very kind they treated us well, we felt like we’re special. Keep it up! I would tell my friends to stay at harolds hotel. Thanks.",May 2018,NA
Jose C,Jun 2018,5.0 of 5 bubbles,Cebu City’s most wonderful hotel ,"Been to Harolds many times, mainly because it is centrally located. I wish to commend the hotel’s excellent service and continued efforts to raise the bar in the hotel and restaurant industry. The rooms are always comfortable. The rooms on the higher floors offer scenic views of Cebu. The buffet offerings are always value for money, “hindi nakakaumay”. The rooftop bar has a lively entertainment vibe. Food choices are diverse—there’s always a dish that will satisfy one’s taste and preference. I also had time to use the hotel gym for my cardio exercises. There’s regular transportation to/from Ayala Center. The airport transport service is prompt, reliable and efficient. In particular, I wish to commend Queen Ann and Sarah at the Front Desk, Aaron at the buffet restaurant, and driver Arvin of Europ Car Cebu for always being cheerful, lively and efficient. They always pay attention to the tiniest of details. The hotel’s brand of service is truly exceptional.",June 2018,NA
annumaire,Jun 2018,4.0 of 5 bubbles,Thumbs up!,"Special thanks to the staff of Harolds. They were friendly and polite. I have a pleasant stay together with my love ones. I was impressed by the room, it was spacious and cozy, most importantly clean. Towels were clean and no stain. Bathroom is well polished and clean. Tasty and good breakfast. Continue to keep up your hotel and highly recommended.",May 2018,NA
percegut,Jun 2018,4.0 of 5 bubbles,Birthday party,The place was comfortable and spacious. The restaurant waiters were kind and good. But the orders took longer to serve. The lack of waiters attention to some food orders were forgotten and my cocktail was forgotten too! I got to ask where is it and how long will I wait. More efficiency is expected from the waiters maybe?,June 2018,NA
Muhammad Z,Jun 2018,5.0 of 5 bubbles,One of the best in Cebu,"The hotel was superb. If you were Muslim , there is a one Masjid walking distance with this hotel, Cebu Islamic Center. There is also one laundromat in front of the hotel. The room was spacious and very clean. Amenities is also outstanding. I left my credit card during checkout, and I manage to get back my card. Very honest.",June 2018,NA
Nessy E,Jun 2018,5.0 of 5 bubbles,Ezeego Product Update,"First time going to this hotel and the staffs are very helpful and accommodating. That one staff incharge during this time, his name was RANIL and he had this very important quality in rendering service culture to the guests. He was so attentive and alert in addressing to the needs of the guests. So I suggest and encourage everyone to also experience what I just had.",June 2018,NA
LoveLy Ann H,Jun 2018,5.0 of 5 bubbles,Ezzego1 global travel,"highly recommended hotel. great service especially sir Ranil for accomodating us. clean place, with good service  friendly waiters. Sir Ranil accomodate us the entire event. thank you. from Lovely Planet Travels.",June 2018,NA
boholtinker,Jun 2018,5.0 of 5 bubbles,Quality accommodation at the heart of Cebu,"Although we only stayed at Harold’s for one night, I feel the need to give them big thumbs up! The rooms are very clean, nice and comfortable. All staff is very friendly and provides you with professional service all times.Hospitality at its best!",June 2018,NA
Simon M,Apr 2018,5.0 of 5 bubbles,Five star experience,"We spent two days at Harolds hotel in Cebu city.Very clean room, full breakfast  dinner buffet, very nice staff.I should just notice that sometimes it is noisy. We were at the last floor before the rooftop bar so we heard music but nothing too disturbing.I recommend this place especially if you are in transit.Read more",April 2018,NA
Jamie K,Apr 2018,5.0 of 5 bubbles,Best Service in the City,"This was our first stop on our 15 night trip to the Philippines. The welcome drink was very tasty. The room was great - very big and clean. They had black out curtains, which was very nice since we took a nap upon arrival due to the 12 hour time difference. What blew me away the most was the amazing customer service and how helpful every single employee was throughout our stay. I felt like I was more than a number while staying there. They were very helpful finding us taxis and teaching us how to take the local jeepneys. The rooftop bar was amazing and the live music was very good. Breakfast was included and it was very tasty with a lot of options to chose from.I can't recommend this place enough!",April 2018,NA
Ruiii,Apr 2018,4.0 of 5 bubbles,Excellent service for the price,"Although we only stayed for one night and couldn't even enjoy the breakfast included (that looked really good) because we had an early flight, we can only say good things about it.Nice and clean room with a very comfortable bed and the staff was very nice and friendly.",April 2018,NA
Steven C,Apr 2018,5.0 of 5 bubbles,"Everything has been top quality. The service is so good, it's almost humorous.","Everything is great. The room is great, the bed very comfortable. A personalized wifi password for security. The level of service at Harolds is exemplary.  I am writing this review because I did not want to go out tonight and went downstairs for diner. I rarely eat at hotels. However, I have to say that the buffet tonight was fantastic. The theme was roastings. Presentation, selection, and quality was beautiful. The interaction with staff was so superb that it made me laugh inside. I have never been served with such genuine enthusiasm and grace. The manager, Louvina walked me around to each display, describing each dish in detail and origin. As I didn't have enough hands to carry all of the tastings with me, she and other staff members brought it to my table. The quality was top notch. I was really impressed. What a great team effort and execution!If / when in Cebu again I will definitely stay here.",April 2018,NA
VA5,Apr 2018,5.0 of 5 bubbles,Excellent!,"The service staff of Harolds hotel are wonderful wonderful people. Sincere. Happy. Attentive. Eager to please. How i wish all other hotels in the city have staff as good as these. Special mention is John, a bellman - a gentleman through and through. Also the staff in the Cafe - very friendly and effecient!",April 2018,NA
Ferrysteen,Apr 2018,5.0 of 5 bubbles,Very nice stay,We have had a very nice stay at Harolds. The location is great and near Ayala center. The Staff is very kind but kelvin is the best host! ;) if we ever go back to Cebu we would definitly go to Harolds.,April 2018,NA
quiachondaphneda2018,Apr 2018,5.0 of 5 bubbles,Amazing place as always!,I've been in this place twice already and Harold's has maintained their high standards in satisfying their visitors. We've had our lunch in their restaurant's buffet today. Our celebration for the success of our first tax season as tax preparers. People are very accommodating and very welcoming. We can really tell Harolds has really loved and took care of its Staffs and provided them proper training. Everyone of them is really lovely plus those genuine smiles from them! (I'm sorry I'm just really particular into customer handling. It really tells so much about the place)The buffet is perfect. Delicious foods plus variety of dessert you can choose. Definitely coming back here! This place is highly recommended be it family gatherings or with your friends. Or even if you're alone. Lol This place is just so perfect! Thank you so much Harolds for a job well done in your overall service. I hope you'll maintain this and also your affordable price.,April 2018,NA
1charlyto1,Apr 2018,5.0 of 5 bubbles,Raising the standard,"Harold’s hotel and its employees Princess, Joko, Kelvin, Connie, Rodz, Sheila, and Lowela were all amazing. My vacation had started out with disasters happening repeatedly but when I checked into this hotel, the staff all helped me fix my situation and helped me prepare for my travels in the coming days. A boatman had spilled water on my bag and destroyed all my electronic devices(phones, cameras), and soaked my wallet and passport. I lost communication with my family and friends and was stuck. But the employees made many calls and let me use their computer to access emails and get contact info for my family and friends so I can enjoy my vacation. In the short version, this hotel is one of my favorites and I plan to use them again when I visit again. The staff shows the respect, has manners and really cares about the well being of their guests. I am not special or important but I felt like the president with the way they treated me. I highly recommend this hotel.",April 2018,NA
Washi88,Apr 2018,5.0 of 5 bubbles,Superb customer experience!,"This was my 3rd visit and Harold's has continued to meet my high expectations. Thank you to the whole team who assisted us in our 4 day stay/conference last week  - from the ever accommodating Shalimar Panilag to our top-notch, courteous, proactive and responsive service team Ike Reymar and Paul.  Kudos to the chefs Tristan and Ben for the well-presented and delectable buffet and snacks. I love the ginger juice. My breakfast has always been a treat as well as the service team  anticipates and attends to my requests even during busy hours.  The room was perfect for a relaxing stay. All in all, you are my favorite premier hotel in Cebu City. Keep it up Harold's!  Already looking forward to the next visit.",April 2018,NA
Frozen21,Apr 2018,5.0 of 5 bubbles,Excellent Hotel with nice staff,"Good venue for seminars and rooms are clean. Excellent service and their staff are very nice and accommodating especially Shalimar Panilag, Senior Sales Account Manager. Experience so satisfying. The following also assisted us: Rey, Ike (Function Room)  Ric (at the counter).",April 2018,NA
Kenn P,Apr 2018,5.0 of 5 bubbles,Great Service,"Hi, I just would like to say thank you for the experience we have here in Harold's. Service is excellent. Well done Ike Reymar's Team! Great food Chef Tristan/Ben and good job AV Tech Paul! You guys are amazing! Our event wouldn't be this successful without you. Will surely be coming back! 😃",April 2018,NA
rubritch,Apr 2018,5.0 of 5 bubbles,best buffet,been our dinner buffet favorite since years.so nice and accomodating staff from the door to the restaurants.been celebrating numerous monthsaries and anniversary well as other special occasions like valentines day and birthdays.delicious foods serve on any plates you wanted serving any kinds of foods local or foreign foods.a lot of choices for a cheaper price.will definitely recommend to some other friends.,October 2017,NA
Sheila B,Apr 2018,5.0 of 5 bubbles,Best hotel in Cebu,Harolds hotel has the best amenities in the city with affordable price. Very close to Ayala Mall which is great. They also have friendly and helpful staffs especially Nhel Malik has helped us every time me and my hubby stayed there. It’s a home away from home. Thumbs up!,March 2018,NA
foad R,Apr 2018,5.0 of 5 bubbles,Great stay,"We nice place and clean and quiet. Three people , NHEL MALIK and John Montecillo and Romeo were very polite and helpful. Breakfast was excellent and there were many variety. I will definitely come back ...Read more",April 2018,NA
msantos44,Apr 2018,5.0 of 5 bubbles,Great rooms and function halls for great prices!,"We stayed for a business trip and held a meeting in their private room. Their staff, even the sales coordinator/manager, was more than accommodating in meeting our needs and requests, despite the numerous changes. We also got several rooms at a competitive rate, and they were all clean and comfortable. The rooftop bar is also highly recommendable, as the ambience is nice and the food was sumptuous.",April 2018,NA
635abhi,Apr 2018,4.0 of 5 bubbles,"Comfortable room with excellent view of the city, Good location","The rooms in the hotel were quite comfortable and the location was quite close to the Ayala Mall. Breakfast was also good . Though the hotel calls itself a ""business hotel"", the WiFi was pathetically slow in the hotel. The staff at the gate were super duper friendly , though obviously cant say the same thing about the staff at the reception.",April 2018,NA
Frozen21,Apr 2018,5.0 of 5 bubbles,Excellent Hotel with nice staff,"Good venue for seminars and rooms are clean. Excellent service and their staff are very nice and accommodating especially Shalimar Panilag, Senior Sales Account Manager. Experience so satisfying. The following also assisted us: Rey, Ike (Function Room)  Ric (at the counter).",April 2018,NA
Kenn P,Apr 2018,5.0 of 5 bubbles,Great Service,"Hi, I just would like to say thank you for the experience we have here in Harold's. Service is excellent. Well done Ike Reymar's Team! Great food Chef Tristan/Ben and good job AV Tech Paul! You guys are amazing! Our event wouldn't be this successful without you. Will surely be coming back! 😃",April 2018,NA
rubritch,Apr 2018,5.0 of 5 bubbles,best buffet,been our dinner buffet favorite since years.so nice and accomodating staff from the door to the restaurants.been celebrating numerous monthsaries and anniversary well as other special occasions like valentines day and birthdays.delicious foods serve on any plates you wanted serving any kinds of foods local or foreign foods.a lot of choices for a cheaper price.will definitely recommend to some other friends.,October 2017,NA
Sheila B,Apr 2018,5.0 of 5 bubbles,Best hotel in Cebu,Harolds hotel has the best amenities in the city with affordable price. Very close to Ayala Mall which is great. They also have friendly and helpful staffs especially Nhel Malik has helped us every time me and my hubby stayed there. It’s a home away from home. Thumbs up!,March 2018,NA
foad R,Apr 2018,5.0 of 5 bubbles,Great stay,"We nice place and clean and quiet. Three people , NHEL MALIK and John Montecillo and Romeo were very polite and helpful. Breakfast was excellent and there were many variety. I will definitely come back ...Read more",April 2018,NA
msantos44,Apr 2018,5.0 of 5 bubbles,Great rooms and function halls for great prices!,"We stayed for a business trip and held a meeting in their private room. Their staff, even the sales coordinator/manager, was more than accommodating in meeting our needs and requests, despite the numerous changes. We also got several rooms at a competitive rate, and they were all clean and comfortable. The rooftop bar is also highly recommendable, as the ambience is nice and the food was sumptuous.",April 2018,NA
635abhi,Apr 2018,4.0 of 5 bubbles,"Comfortable room with excellent view of the city, Good location","The rooms in the hotel were quite comfortable and the location was quite close to the Ayala Mall. Breakfast was also good . Though the hotel calls itself a ""business hotel"", the WiFi was pathetically slow in the hotel. The staff at the gate were super duper friendly , though obviously cant say the same thing about the staff at the reception.",April 2018,NA
willbennett50,Mar 2018,5.0 of 5 bubbles,EXCELLENT HAROLDS HOTEL - WE WILL DEFINITELY GO BACK!!,"Very big double bed in a very spacious room 608. Room cleaned daily to a very high standard. Food plentiful with lots to choose from. Great free shuttle service to Ayala Shopping Mall. ALL of the Staff were extraordinarily friendly and helpful with lovely smiling faces. EXTRA SPECIAL staff were NHEL, KELVIN, CEDRIC, AARON, GREG, ROMEO, MARTINA (THE ROOM CLEANER), LOWELA (BREAKFAST), and CECILLE (BREAKFAST). We stayed for 2 weeks and were treated like a KING and QUEEN!! EXCELLENT!! LOVELY PEOPLE!! Thanks again.****Mr  Mrs BENNETT***",March 2018,NA
REYJI,Feb 2018,5.0 of 5 bubbles,Excellent Hotel,My wife and I stayed here for two nights. The hotel is very clean and the breakfast buffet is good. I will  highly recommend this hotel. It is close to business area. Excellent service.  I will definitely come back here again.,February 2018,NA
Jean L,Feb 2018,2.0 of 5 bubbles,Nice room but beware of the extras...,"We wanted to test the Harolds due to reading some good reviews on our Cebu Foreigners Club page. The room is good, spacious and relatively well maintained by local standards. Wifi is free but just about useable, due to being incredibly slow. Breakfast was good in quality but choice is limited for Western palates. Our room # 1208 must have been close to a pump or some other device, because the noise kept us awake for hours. We were relatively far from the lifts, so these can not be blamed... My wife ordered a ham and cheese sandwich through room service (PHP 208.00). It came with a bill of P 288.00, which we refused to sign..oh, sorry Mam! and was rectified 10 minutes later. But the description in the menu states: ham and cheese sandwich, topped with cheddar and mozarella, and grilled to perfection. Whow! Well, there was no cheddar nor mozarella, and the sandwich had been exposed 10 seconds to the grill. And the ""ham"" was the cheapest, processed, slice of pink stuff we ever saw! We also used some products of the minibar, and whether the price list states "" 2 san Miguel beers...P 128.00"" we were charged P 256.00 at check-out. Same for the KitKat bar P 170.00 for 2 and for the Nissin noodles P 160.00 for 2 small cups! Total P 794.00 for a bad sandwich, 2 beers, 2 mini cup noodles and 2 small KitKat bars. Bottom line, we should have better gone to another restaurant rather then snacking in the room... The price list is confusing, on purpose, and is a customer trap!. Never again to this hotel. And to top it up, it is far from the center (Ayala, etc...).",February 2018,NA
Mariana M,Feb 2018,4.0 of 5 bubbles,Good option,"The hotel is well kept, well located and with very friendly and helpful staff. Cebu city itself is not so great, and areas within the beach may be a better option. If you have to stay in the city, then definitely consider Harolds as your base.",February 2018,NA
frances i,Feb 2018,4.0 of 5 bubbles,One of the nicest hotels we've been to in Cebu!,"Had a 2 day trip to Cebu recently and we were booked at Harrolds. The lobby was impressive and our room was nice. Clean towels, spacious room and beautiful view of Cebu at night! Buffet breakfast was more than what we can ask for. Food is delicious and there are many choices for picky eaters. From bread and pastries, Filipino breakfast, salads, fresh juice and unlimited coffee...we enjoyed our mornings at Harolds. At night we had a few drinks at the hotel's roof deck. Nice view of Cebu at night! Hotel rates are reasonable too. It is near business and commercial centers and there is a convenience store and massage nearby. Our stay at Harrolds was worth it!",February 2018,NA
Mike L,Feb 2018,4.0 of 5 bubbles,Great hotel!,"Stayed with my mom and family. I was surprised when we were asked about our reservation when we checked in bec it didnt appear on their system. However, the front desk was able to find us a room. The  Hotel staffs were very nice except the guard that just ignored us for a taxi. Staffs at the rooftop bar were excellent. Very accommodating!",January 2018,NA
willbennett50,Mar 2018,5.0 of 5 bubbles,EXCELLENT HAROLDS HOTEL - WE WILL DEFINITELY GO BACK!!,"Very big double bed in a very spacious room 608. Room cleaned daily to a very high standard. Food plentiful with lots to choose from. Great free shuttle service to Ayala Shopping Mall. ALL of the Staff were extraordinarily friendly and helpful with lovely smiling faces. EXTRA SPECIAL staff were NHEL, KELVIN, CEDRIC, AARON, GREG, ROMEO, MARTINA (THE ROOM CLEANER), LOWELA (BREAKFAST), and CECILLE (BREAKFAST). We stayed for 2 weeks and were treated like a KING and QUEEN!! EXCELLENT!! LOVELY PEOPLE!! Thanks again.****Mr  Mrs BENNETT***",March 2018,NA
REYJI,Feb 2018,5.0 of 5 bubbles,Excellent Hotel,My wife and I stayed here for two nights. The hotel is very clean and the breakfast buffet is good. I will  highly recommend this hotel. It is close to business area. Excellent service.  I will definitely come back here again.,February 2018,NA
Jean L,Feb 2018,2.0 of 5 bubbles,Nice room but beware of the extras...,"We wanted to test the Harolds due to reading some good reviews on our Cebu Foreigners Club page. The room is good, spacious and relatively well maintained by local standards. Wifi is free but just about useable, due to being incredibly slow. Breakfast was good in quality but choice is limited for Western palates. Our room # 1208 must have been close to a pump or some other device, because the noise kept us awake for hours. We were relatively far from the lifts, so these can not be blamed... My wife ordered a ham and cheese sandwich through room service (PHP 208.00). It came with a bill of P 288.00, which we refused to sign..oh, sorry Mam! and was rectified 10 minutes later. But the description in the menu states: ham and cheese sandwich, topped with cheddar and mozarella, and grilled to perfection. Whow! Well, there was no cheddar nor mozarella, and the sandwich had been exposed 10 seconds to the grill. And the ""ham"" was the cheapest, processed, slice of pink stuff we ever saw! We also used some products of the minibar, and whether the price list states "" 2 san Miguel beers...P 128.00"" we were charged P 256.00 at check-out. Same for the KitKat bar P 170.00 for 2 and for the Nissin noodles P 160.00 for 2 small cups! Total P 794.00 for a bad sandwich, 2 beers, 2 mini cup noodles and 2 small KitKat bars. Bottom line, we should have better gone to another restaurant rather then snacking in the room... The price list is confusing, on purpose, and is a customer trap!. Never again to this hotel. And to top it up, it is far from the center (Ayala, etc...).",February 2018,NA
Mariana M,Feb 2018,4.0 of 5 bubbles,Good option,"The hotel is well kept, well located and with very friendly and helpful staff. Cebu city itself is not so great, and areas within the beach may be a better option. If you have to stay in the city, then definitely consider Harolds as your base.",February 2018,NA
frances i,Feb 2018,4.0 of 5 bubbles,One of the nicest hotels we've been to in Cebu!,"Had a 2 day trip to Cebu recently and we were booked at Harrolds. The lobby was impressive and our room was nice. Clean towels, spacious room and beautiful view of Cebu at night! Buffet breakfast was more than what we can ask for. Food is delicious and there are many choices for picky eaters. From bread and pastries, Filipino breakfast, salads, fresh juice and unlimited coffee...we enjoyed our mornings at Harolds. At night we had a few drinks at the hotel's roof deck. Nice view of Cebu at night! Hotel rates are reasonable too. It is near business and commercial centers and there is a convenience store and massage nearby. Our stay at Harrolds was worth it!",February 2018,NA
Mike L,Feb 2018,4.0 of 5 bubbles,Great hotel!,"Stayed with my mom and family. I was surprised when we were asked about our reservation when we checked in bec it didnt appear on their system. However, the front desk was able to find us a room. The  Hotel staffs were very nice except the guard that just ignored us for a taxi. Staffs at the rooftop bar were excellent. Very accommodating!",January 2018,NA
gav73,Jan 2018,5.0 of 5 bubbles,Quite a good stay,"The hotel is quite good value for the price and close to a major mall. The rooms have everything iron,ironing board,alarm clock(I have stayed in quite a few hotels in cebu before and those items are lacking in other hotels) The hotel does not have alot of rooms on the floors which makes it quiet . The roof top bar/restaurant has a very good view and the food and drinks are priced well.The buffet breakfast is ok however sometimes the pancakes,waffles and pastries are quite dry maybe due to the heat light or the cebu weather.The beds,bathroom and room are a good size a little smaller then most but modern .All the staff are quite friendly and speak good english.",January 2018,NA
Meander143924,Dec 2017,1.0 of 5 bubbles,Wrong table reservation for New Years Eve 2018,"So disappointed with the front desk staff of this hotel, I was one of the very first to buy their New Years Eve Buffet Dinner and Party and had the luxury to choose the table number at the printed table setup they showed to me. I reserved a table good for 5 person(with 2 kids) located near exit door for the smoking area. When we arrived at the venue we were surprised, they transferred us to a table good for “2 PERSONS ONLY” and at the very corner of the Highlights Bar and Restaurant, very cramp for the 5 of us. To cut the long story short, we argued with the staff if what happened. And mind this, not just us but another group of 5(also with 2 kids) was also placed in a table good for 2 persons only. What a memorable way to welcome 2018 with this Hotel.",January 2018,NA
Destination A,Dec 2017,3.0 of 5 bubbles,Just ok,"Had been staying in Lex cebu but last night they was fullybooked so i booked Harolds by all recommendations in TA,its an ok place but not so much more than Kind and nice staff that small rooms no swimmingpool breakfast was average if compare with Lex cebu,little bit noicy because room in floor 3 ,when aircon was off the room smelled old pee so i needed to have it on all night,for me its not more than average place,i have another booking also the last day before i fly to Singapore hope i can have a better room then",December 2017,NA
jayjose727,Dec 2017,4.0 of 5 bubbles,family fun for 3 days in Cebu,"good location, close to shopping. nice staff and service. breakfast buffet is so good with a lot of choices. had dinner buffet on our last day, food was delicious and very good choices as well. rooms are comfortable and hot water is always available for a refreshing shower. our 3 days stay was really worth it.",December 2017,NA
Handumanan A,Dec 2017,5.0 of 5 bubbles,Christmas Company Party 2017,"Last December 15, 2017 / Friday we celebrate our company Christmas Party at Harold's Hotel (Emerald Function Room). The employees are very nice and friendly. Reymar Magallanes is very approachable as well as the music technician. All the waiters during our party serves us properly. Foods are very delicious especially the beef stew (i guess). So far, Harolds Hotel is the 3rd hotel that we celebrate our Christmas Party and it makes us very very comfortable and fantastic location (compare to other hotel). Very nice function room. Good service. Friendly staff. Excellent! More Power! ;)",December 2017,NA
Niro K,Dec 2017,3.0 of 5 bubbles,Good night of sleep on a layover in Cebu City,"Do not be misled by the name (Harolds). This is not the all famous London Harrods store. The hotel uses the same font on the logo name. That said, the hotel itself is good, with big rooms and comfy bed. It is old and needs some renovations. Some street noise at night might upset some, but in general I had a good quality of sleep. The fact that it is close to Ayala Mall is a bonus - you can walk to the mall, just be careful with the chaotic traffic.",December 2017,NA
Marcos Enrique R,Dec 2017,5.0 of 5 bubbles,Amazing Service,"Wow their service is amazing, breakfast very good, rooms with every thing you need, bed is huge and confortable. Yes i eill hghly recomend it. I just hope they could have a stronger wify in the room (9th floor) the signalnwas on/off all the time, beside this every thing was good!!",December 2017,NA
gav73,Jan 2018,5.0 of 5 bubbles,Quite a good stay,"The hotel is quite good value for the price and close to a major mall. The rooms have everything iron,ironing board,alarm clock(I have stayed in quite a few hotels in cebu before and those items are lacking in other hotels) The hotel does not have alot of rooms on the floors which makes it quiet . The roof top bar/restaurant has a very good view and the food and drinks are priced well.The buffet breakfast is ok however sometimes the pancakes,waffles and pastries are quite dry maybe due to the heat light or the cebu weather.The beds,bathroom and room are a good size a little smaller then most but modern .All the staff are quite friendly and speak good english.",January 2018,NA
Meander143924,Dec 2017,1.0 of 5 bubbles,Wrong table reservation for New Years Eve 2018,"So disappointed with the front desk staff of this hotel, I was one of the very first to buy their New Years Eve Buffet Dinner and Party and had the luxury to choose the table number at the printed table setup they showed to me. I reserved a table good for 5 person(with 2 kids) located near exit door for the smoking area. When we arrived at the venue we were surprised, they transferred us to a table good for “2 PERSONS ONLY” and at the very corner of the Highlights Bar and Restaurant, very cramp for the 5 of us. To cut the long story short, we argued with the staff if what happened. And mind this, not just us but another group of 5(also with 2 kids) was also placed in a table good for 2 persons only. What a memorable way to welcome 2018 with this Hotel.",January 2018,NA
Destination A,Dec 2017,3.0 of 5 bubbles,Just ok,"Had been staying in Lex cebu but last night they was fullybooked so i booked Harolds by all recommendations in TA,its an ok place but not so much more than Kind and nice staff that small rooms no swimmingpool breakfast was average if compare with Lex cebu,little bit noicy because room in floor 3 ,when aircon was off the room smelled old pee so i needed to have it on all night,for me its not more than average place,i have another booking also the last day before i fly to Singapore hope i can have a better room then",December 2017,NA
jayjose727,Dec 2017,4.0 of 5 bubbles,family fun for 3 days in Cebu,"good location, close to shopping. nice staff and service. breakfast buffet is so good with a lot of choices. had dinner buffet on our last day, food was delicious and very good choices as well. rooms are comfortable and hot water is always available for a refreshing shower. our 3 days stay was really worth it.",December 2017,NA
Handumanan A,Dec 2017,5.0 of 5 bubbles,Christmas Company Party 2017,"Last December 15, 2017 / Friday we celebrate our company Christmas Party at Harold's Hotel (Emerald Function Room). The employees are very nice and friendly. Reymar Magallanes is very approachable as well as the music technician. All the waiters during our party serves us properly. Foods are very delicious especially the beef stew (i guess). So far, Harolds Hotel is the 3rd hotel that we celebrate our Christmas Party and it makes us very very comfortable and fantastic location (compare to other hotel). Very nice function room. Good service. Friendly staff. Excellent! More Power! ;)",December 2017,NA
Niro K,Dec 2017,3.0 of 5 bubbles,Good night of sleep on a layover in Cebu City,"Do not be misled by the name (Harolds). This is not the all famous London Harrods store. The hotel uses the same font on the logo name. That said, the hotel itself is good, with big rooms and comfy bed. It is old and needs some renovations. Some street noise at night might upset some, but in general I had a good quality of sleep. The fact that it is close to Ayala Mall is a bonus - you can walk to the mall, just be careful with the chaotic traffic.",December 2017,NA
Marcos Enrique R,Dec 2017,5.0 of 5 bubbles,Amazing Service,"Wow their service is amazing, breakfast very good, rooms with every thing you need, bed is huge and confortable. Yes i eill hghly recomend it. I just hope they could have a stronger wify in the room (9th floor) the signalnwas on/off all the time, beside this every thing was good!!",December 2017,NA
ash623,Nov 2017,5.0 of 5 bubbles,Great hotel,"We stayed at this hotel not realising it was a business hotel. However it was very accomodating, the staff were extremely friendly. The breakfast was amazing and the roof top restaurant was great! Wouldn’t stay here again if it wasn’t for business though, there is not pool. It has a gym but it’s quiet small. Overall was a great hotel, with great staff.",November 2017,NA
Jonathan t,Oct 2017,5.0 of 5 bubbles,best hotel,"I have been a regular guest for a longtime and can safely say it is the best hotel in Cebu.  The management is excellent and as a result the staff are brilliant.The rooms are spacious and clean, much bigger than at 5 star hotels.  The restaurant is very good and provides good standard without being gourmet   Sometimes because the restaurant is popular it becomes crowded but this is a price of success.  The roof top terrace provides a great view and a good place to chill.",October 2017,NA
