Review Score,Review Content,normalized_score
5.0,"I just visited Dusit Thani Mactan. To my surprise our room was upgraded. The room was very nice, clean and luxurious. The resort is very beautiful n serene. And we could access the Club house facilities. The staff here is fabulous n friendly specially Mr. Paul, Ms. Maica n the chef Ms. Rufa. They were super helpful n nice. I would recommend this resort to all my friends n relatives. 
Special likes to Mr. Paul",1.0
4.0,"Overall I had a very good stay here. This is largely down to the hotel staff. Exceptional service, super warm hospitality - true Filipino warmth. Efficient, with good energy. F&B team in particular stand out for delivering first class service. (Alvin, Norwin, Clarence - thank you. Security and lifeguards - thank you!)

The grounds are lovely with beautiful views. Little private beach was nice too.
Unfortunately the hotel does fall short of 5* as the rooms are a little dated / old. Mine was damp. I would not say the rooms are that well kept. Amenities are fine.

Restaurants were lovely. Overall the hotel has an excellent vibe and I couldn’t fault it other than the room itself.

Thank you again for your wonderful hospitality DT Mactan Cebu!",0.75
1.0,"Beware, this is not a 5 start hotel.  I have stayed at numerous hotels and resorts over the years and this was one of the worst.  The bathroom shower was moldy.  The humidity in the room could not be controlled.  The food and service were terrible.  Although the pool was nice, there were not enough lounge chairs for the number of guests at the hotel and the day pass users.  After this stay we stayed at another resort in the area and it was like night and day.   Don't book here, instead pick another hotel in the area.",0.0
5.0,I love this place’s vibe. So cozy and friendly. And all the staff are super kind. They always greet us. Especially Norywn. I like the facilities. Very huge and clean. The swimming pool is the best in the Philippines haha. Thank you all. Gamsahapnida.,1.0
5.0,"Wonderful two nights spent here after travelling through the Philippines for 3 weeks. Pool was stunning with plenty of seating. Service was fantastic, food was lovely and room was perfect, spacious and very comfortable with a great balcony (we got the king sea view room) massive TV just what we needed to unwind. All staff very friendly and helpful. Thanks for having us team. ",1.0
4.0,"A great hotel, overlooking the sea, with fantastic staff and great food. The rooms are a good size and very clean. Swimming pool is a great feature of the hotel, with the only challenge being that their are not enough sun beds for all of the guests and so we had to get up by 7am each morning to get a bed. Most of the beds are also fixed in a sitting position and very uncomfortable and without any mattresses. Didn't expect this for the standard of the hotel and the cost and  it did negatively impact our stay and many other guest complained. On a more positive note, the entertainment provided is great fun and the local dive school, Scotty's, is very highly recommended and they have a desk in reception. Highly recommend the onsite Thai restaurant after 3 visits. Also must mention the F&B team who work tirelessly at the sunset bar and are a real asset to the hotel. KJ, Edward, & Alvin, a big thank you. ",0.75
3.0,"A Nice beautiful relatively New Hotel with a great view and amazing pool, very average beach location rocky and unpleasant sands! extremely nice staff, always a smile and trying to do their best which I think it’s the best thing in this place, but overall needs improvement, and prices need review compare to the quality.. I’m shocked that amenities provided needs extra payment (such as kids playground, hotels bikes..etc) Food is the weakest item, the breakfast is average but lunch buffet and New Year dinner was a disaster in my point of view! Staff always tried to be accommodating and trying their best to please.. but I think closing all restaurants in hotels to force hotel guests to pay for New Year’s eve dinner 6500pesos each(no drinks included) and provide poor quality was a rip off.. Manager Don, Ella and Leo who was the bar manager were very professional and try their best to please.. we got offered lunch as a compensation etc.. but in general I think the food quality needs improvement. Overall experience was great hopefully that those items will be improved to be able to go back again..",0.5
5.0,"Good time in Dusit Thani, and also I have great time in suset restaurant. And thanks for help~NORWIN,CLINT haha
It’s hard to write over 200…so I have good time in swimming pool near the sunset restaurants",1.0
2.0,"Bird dropping on the window (attached photo is the evidence)when we enter the room.receptionist John was bad mood when I claimed it. But the other staffs are really kind.Korean restaurant staff and the view and sunset bar staff are excellent.kids play room is very fun for my kids but lots of balls are not enough air(football and basketball).if there is a small place where we can buy some snacks and beers, it will be better.",0.25
4.0,"Very nice place excellent Infinity Pool friendly well trained staff. 
There is no real beach but the pool makes it up for that . 
The place in general looked great and has a good vibe. 
U can only stay in the resort because far away from all then the Excess Road in in terrible condition. 
But u can find it all in the resort! 
The food is Ok but not that special.
The Christmas dinner have some cold lobster served but the Quality was not the same and i think there better ways to serve this. The roasted beef loin was not refilled! Then please up serve cleanliness there was a big still alive fly inside the grape 🍇 
I do understand this might be a one time incident but i have to mention it to be fair. 
The serving off Parma Ham was a positive note for me personal. 

The food in there Thai Restaurant was ok although the dessert was a joke some coconut ice water we can not even call Hallo Hallo style. 

But all in all it was a very positive experience with the staff the vibe and the pool as a highlight 👍",0.75
5.0,"Beautiful food, amazing service, lovely atmosphere, stunning location and attentive staff. Special mention to Teofy, Norwin and Alvin in the Sunset Bar and Karen at hotel reception. The loveliest staff and so accommodating! Daghan Salamat!! ",1.0
5.0,"Excellently organized staff and an unsurpassed place. The food was very tasty and varied. All staff are friendly and positive. I really liked that they gave hats and glasses to create a more festive mood. The program was excellent, dances that could not fail to attract the attention , singing and even playing instruments. And at the end, incredible fireworks. A wonderful holiday, thank you, I recommend it to everyone😍👍🏻🎉🥳",1.0
5.0,"We are from Chicago and attended the Gala Night on December 31, 2023 as well as welcoming the Year 2024 Countdown with my family.  We just want to share our personal experience regarding the  event. We witnessed the following organizers: Gatekeepers /Registration group : Lydia, Jovie, Javier were so patient in handling the long line of registrants on issues and solutions; F & B Dept. : Don,, Enan, Janice,Tine, Ditchie, Lydia handled the organization and management  smoothly of physical arrangement  of tables & chairs for  the guests  comfort and ease overcoming some slight issues; . The Kitchen Dept: Remi, Sam  presented an array and options of food choices from meat, seafood, desserts  and lastly the man behind the success of  the event  the visionary Laurent Betourne, General Manager of Dusit Thani Mactan Cebu Resort who was very supportive in making this event happen going to the extent of giving his own reserved table for the registrants /guests to sit . We also want to thank all the other hotel staff : the security: Chris & Company; , bartenders : Javier, Jomar  & Company, waiters : Roly & Company, front desk: Karen, Cecilia, Ella who all were extremely attentive to our needs. Overall we had a great time full of memories and experiences culminating with the fireworks welcoming the  Year 2024 . We will highly recommend this Hotel to our friends all over the world.",1.0
5.0,Very kind staff. Just a little far away from places. There is this staff named Norwin and he has been really helpful. Good swimming pool. The Korean restaurant on the first floor provides pretty authentic Korean dish as well. ,1.0
4.0,I enjoyed very much! Stuff was vey nice. They were always smile and helped us kindly. Also I enjoyed food too.Specially I loved mango smoothies very much. If there are any chance we would like to come buck here.,0.75
5.0,"Sunset Bar NORWIN's Service is very nice!  And mood is very good, swiming pool very big.. live music is very perfect! also food(pizza, beer....) is very delicious! Thank you very much! I want to go sunset bar again next year!",1.0
5.0,"Last evening, I had dinner with my wife at a sunset bar. The food was excellent, and the service from the staff(Norwin) was outstanding. Of course, live music was also fantastic. If you plan to visit Cebu, I highly recommend visit here.",1.0
3.0,"Upside : Nice Hotel, with Great Facilities, and very good  Morning Breakfast Excellent service in ‘The Deli’  from Deli staff Jam, and Amor.

Downside: The location of the hotel is not great, one single very busy road through Lapu Lapu. 
After ordering room service the meal provided was not edible, and the room service trolley was left for over two days.
A meal ordered in the Sports bar was also not edible.
The Beach area was not great, with warning signs to be aware of Jelly Fish when swimming.

In summary: Would recommend a vigilant visit.

",0.5
5.0,"Amazing experience, our waiter Norwin was particularly helpful and accommodating for our dinner. The pool was a perfect temperature and lots of options for seats. Dinner was delicious with a variety offered. Our room is welcoming.",1.0
5.0,"First point upon arrival, we were greeted and welcomed with the most friendliest and kind staff ever. They made sure that our vacation will be perfect and when we arrived early they approve an early check in since we are carrying twin babies. We stayed 3D 2N in tower 1 sea view. The room was spacious, clean, neat and complete with amenities. Such a beautiful view and lovely swimming pool. I can say that our experience was definitely at par with other hotels abroad. We had free crib for our twinnies and that was truly awesome. The breakfast buffet for me was the best! Plus most of the visitors were foreigners and highly educated people. Thank you so much for the superb experience. 🫶🏻",1.0
5.0,The hotel accomodation was beyond expectations. Food was great and our waiter Jehil was the nicest. We had a great time with the family and will surely come back next time. Love the cleanliness of the room and the bed was comfy enough. ,1.0
5.0,"The pillows are fluffy, the food was a little expensive but great  and Jehil is the best waiter that's ever served us out of all the hotels we've been in cebu this December 2023. Very friendly, approachable, and easy to talk to.",1.0
5.0,"Me and mom went for a quick break from Manila and chose this hotel because of the good feedback from friends who previously visited.

* the hotel is really beautiful and the pool is stunning.
* the staff are number 1 in terms of « personalized serviced » starting from the Airport Rep who welcomed us and the driver who brought us to the hotel ( apologies as I was not able to take note of their names - but they have given me a very good first impression)
* and special mention to Zairen and Shella the lobby hostesses who are on their Job Training - they’re really an asset to the team because the warm welcome and good goodbye really matters.

We had a very good stay, the place is really beautiful and everyone everywhere in the part of the hotel are all very nice.

The only negative that i need to mention and must be look into is the Bathroom.

The shower is the worst - because it made the whole toilet wet, we tried to position for the water to go in the bathtub - but the bathtub does not drain and the water stayed :-( we had to call housekeeping staff to dry the floor and empty the tub - thank you to Christy for always helping. Plus all the shower rubber mat must be checked.

Hope this will be sorted and will not be the same issue when we visit again.",1.0
5.0,Absolutely fantastic! The staff remember your name and go very far to help. The rooms are clean and comfortable. The pool is beautiful. The beach is fantastic. So much delicious food. They have activities or perfect relaxation!,1.0
3.0,"I  love the club lounge at this hotel!!

The atmosphere is elegant and the appetizers and drinks are delicious.

Specially, Gerson & Treasha are very kind and attentive.

I'd like to come back soon!!
",0.5
5.0,It was my first night in Dusit Thani but I am enjoying every moments of it. Highlight of night was Dusit Club.  Gerson and Marlo gave us warmest welcome and made us feel at home. Our family received best service we could ever receive in any other hotels.Cocktails they made us were so good and they explained each drinks really well. I am looking forward to coming back tomorrow night.,1.0
5.0,"My special shoutout goes to Paul, Marlo, and Traeshia! You guys are fantastic! It was such a comfortable place to stay. Staff are so pleasant. Not an intimidating place to stay. Our rooms are extravagant. I had the best 8-hour sleep during my stay. An unforgettable stay at this hotel—where luxury meets unparalleled service. From the opulent decor to the impeccable attention to detail, every aspect exceeded expectations. The staff's hospitality was truly exceptional, making our experience nothing short of extraordinary. A retreat of sheer indulgence and comfort. Highly recommended!

Thank you, Dusit Thani!",1.0
5.0,"Amazing experience. The room is so clean and spacious. We have everything we need like towels, bathrobe, safety deposit box, slippers and even free coffee. The staff are friendly and accomodating. I would definitely recommend this place.",1.0
5.0,Staffs are very accommodating and friendly specially Norwin. The place is relaxing and beautiful. Sport activities are fun. The pool side and the exterior ambiance are very picturesque. Overall excellent experience. ,1.0
5.0,"Excellent Service from beginning to end. Courteous, aiming to please   never forcing. Thank you to  Jacky,  KJ,and kuya Norwin. 
We will definitely come back again. Relaxing evening and  pleasant surroundings ",1.0
5.0,"Me and my family choose Dusit Thani Mactan Cebu Resort
 us our venue to celebrate thanksgiving which is the resort didn't disappoints our expectation. The place is elegant and classy. Couple of pools that will entertain us. Rooms are spacious and comfortable. 

",1.0
5.0,"Sunset sport restaurant had delicious food especially the salad. Waiter staff was very friendly namely andrea, norwin, and nikki!😊 Also the potato wedges with the suracha sauce was very yummy   great views of the ocean and pool ",1.0
5.0,"Thank you very much !
When I get there , still 11:00am but regulars check in is 3:00pm .  We have to wait with our proactive children… but The receptionist kindly accepted my early check-in, so I was able to have a quick and comfortable stay.",1.0
1.0,"Lousy service for restaurant - Sunset Bar

Website says it is open until 12 midnight. We came in about 10:20pm and was advised only drinks and pizza were available. We were then seated and was told only drinks were available by another waiter but they will double check about the pizza. Another waiter came in several minutes after and we were told again only drinks were available. 

I complained to the waiter that a previous staff told us he will check about the pizza and never came back even thought at first we were told we can still order. The waiter argued he just started his shift which I think was very lousy. Guests are never expected to know who’s on shift or not but they have the responsibility to ensure accurate and timely service. 

Dusit is not worth my money!",0.0
5.0,"Despite the uneasy journey, arriving at this lavish estate was a pleasant surprise. The staff's hospitality was outstanding, the rooms impeccably clean, and the poolside dance performance was simply breathtaking. I'm already looking forward to returning.",1.0
5.0,"We're here for two nights and I'm having a wonderful trip so far on the first night!
The hotel is huge, and luxsury, the infinity pool is beautiful, great sunset and so on.
especially, I'm in love with the hospitality that this hotel has (especially at the club lounge), offering to take photos, asking if we need anything with big smiles😊 Gerson at the club lounge is SUPER polite, he's a super hotel man. I should strongly recommend if you staying at the hotel, you should definitely put acess to the club lounge.",1.0
5.0,"John, Ron and bryan who are receptionist in dosit provide nice services. They helped us have a reservation a privite hotel car for my friend who have to go airport late. We hope come to disit someday.",1.0
5.0,"They are very kind and catch up on their demands, so they don't have any inconvenience in communicating! I noticed the inconvenience in advance and noticed minor inconveniences such as the number of card keys, so I made it comfortable to use the accommodation during my stay!! Thank you to JOHN, BRYAN, and RON",1.0
5.0,"Best Hotel experienced in Mactan Cebu. Rooms are clean. Foods are fantastic! 
Staff are very friendly, special thanks to Mr.Norwin for always accommodating us! 
For sure we will be checking out with a happy face 😃 
",1.0
5.0,"Great, accommodating and friendly staff.
Excellent service especially to the Dusit Club lounge staff Paul and Elisa who were interactive and always smiling. 
We'll definitely come back and stay longer next time.
",1.0
5.0,"The breakfast is just amazing, and the pool is one of the best. Staff will go out of their way to make sure that the guests are enjoying their stay. There are various restaurants on the property to cater to varying tastes. Visit to Cebu city and malls is not too far.",1.0
5.0,"As I wanted to have a week end getaway with the family, I chose to go to the Philippines for the first time. After a quick search I found the Dusit Thani in Cebu. I was hesitant between a couple other hotels but I went with the first impression and reviews. Well, let me just say we we not disappointed. This was by far my best week end getaway hotel. The staff from the airport to the hotel and the many restaurants they have were absolutely the best, helpful, courteous and just attentito their guests. I’m happy to say that we will be back. I strongly recommend this hotel.",1.0
1.0,"In a nutshell: 
Good: Rooms and Amenities.
Bad:  SERVICE, SERVICE, SERVICE. 
It's a resort you won't look forward to going back to. 

It was a gamble choosing this resort to begin with. We've stayed in different resort/hotel chains in the future. The service quality didnt live up to our expectations and they need ALOT OF IMPROVEMENT on their internal communications. Ask two people the same thing and they give you different answers causing such confusion and miscommunication within the resort. We, especially the kids no longer look forward to a return trip to this hotel. Its such a disappointment. ",0.0
4.0,"First time visiting Cebu, i opted for the Dusit Thani as i have stayed in many around Asia, this hotel had all the qualities that are expected at a Dusit Hotel. The staff are very polite and friendly, The hotel is beautiful, the swimming pool is probably the largest one i have ever been in and is open until 10pm (12.00am at the weekend) so is great for night swimming. Breakfast was great, and more than enough options to choose from. The room was lovely, very comfortable bed, and great views over the sea. One criticism i would say, the bathroom doesn't have a door (i was in the executive club room) felt a bit strange, bathrooms should be private, but it was ok, the shower was amazing.  Very well equipped Gym. The club lounge was lovely, and the staff very friendly and helpful, especially Gerson, a great gut. I would happily recommend this hotel. ",0.75
5.0,"they get five stars for customer service! 
most amazing view!  the only issue i had was on check in to my room the floor was slippery cuz of wax! quickly resolved
the  spa was to die for ! food was  top noch on the breakfast area! night bbq  was to die for! just go! five star to jose yvanmes and seth for his signature cocktails
thanx for making my bday special EVERYONE! 
",1.0
5.0,"Service was superb. Love how chill and relaxing everything is. Staff were so nice and accommodating. Namm Spa should close later than 10 PM, tho, to cater to more guests. But overall, we had such a great time. 💯 percent would recommend! 💖",1.0
5.0,The resort in Macton is very well laid out with an infinity pool with a gorgeous view of Cebu n the background. Jose and Seth at the main bar area provided excellent service. The breakfast buffet has a wide variety and the service staff was prompt and friendly. ,1.0
4.0,"The employees at the Dusit Thani are excellent in the jobs that they do and their relationships with customers. Shout out to Jam, Dalen and Anor at the Deli, Jose at the bar and Leo. They go above and beyond the call of duty. These are employees who have a future and lend true value to the Dusit Thani name. ",0.75
5.0,"Excellent service, especially from CJ who was very attentive to our needs and made sure we had a very pleasant stay. The whole staff was friendly and professional. Great gym, great views, great swimming pool. Very clean and the best bed of any hotel in several years. ",1.0
5.0,It were an amazing days at this hotel! Thks to all team of the hotel service and especially to Jehil who make a great cocktails and to Norwin who always help you to chose anything you want. Recommend for visiting it at any time - you will always will be satisfied.,1.0
5.0,"everything was good in dusit thani!
especiallg mr. norwin's service was fantastic. 
he is humours and kind for us!
All peoples in dusit thani gave me a good memory with warmhearted smile~
i wish i can stay in here again!",1.0
5.0,"Had a great stay with Dusit Thani in Mactan, Cebu!! The food and drink at their restaurants were delicious, and we had a very relaxing spa treatment as well. The barista at the bar was  very gracious to give us a free drink 🥂",1.0
5.0,"Good experience at the hotel w really helpful and friendly staff from the restaurants especially The View, Benjarong and Tradewinds. Sea view room was also worth the extra spend. Beach at Dusit Thani can be better though I hope they try to widen the beach area so it can be good for swimming. 

Thanks Dusit Thani for the good stay! ",1.0
5.0,"Our Dusit Thani experience from their weekends buffet to afternoon swimming in their Sunset Sports Bar is super excellent !!!

From different delicious food, beautiful  & clean venue, beautiful beach view to their very accommodating, friendly staffs from  Trade Winds Cafe and specially Edsel in  Sunset  Sports Bar makes us feel at home and desire to come back, spend our family vacation and choose to stay  here in Dusit Thani Mactan Cebu Resort. 
Thank you .",1.0
5.0,"Great friendly staff  and lovly open bar area with sheesha.(thanks Leo). 
Pool is huge and also has nice views over to Cebu City and bay.
Rooms very comfortable and quiet  

Will stay again thanks you
",1.0
5.0,"we visited sunset bar in dusit thani. the food was so delicious and the staff, Norwin was so kind. it was beautiful experience. we ordered retro burgers. the french fries with burger was so nice. the view was also very wonderful.",1.0
5.0,"Vacation at Cebu Dujitani Hotel
It's a new hotel, so it's clean and organized
Infinity pool is nice and it's available until midnight because it's the weekend, so I enjoyed swimming at night
I enjoyed afternoon tea and cocktail hour at the club lounge. All the food was delicious and the service was very good
Thank you for your kind service, Kavin and Paul, the club lounge
It was a lot fun.
Thank you❤️

두짓타니 세부 클럽룸 묵었습니다
신축 호텔이어서 깨끗하고 정돈이 잘되어있네요
인피티니풀이 멋지고 주말이라 자정까지 이용가능해서 밤수영도 즐겼어요
클럽라운지에서 애프터눈티와 칵테일아워를는데 즐겼 음식이 모두 맛있고 서비스가 매우 좋습니다
클럽라운지 kavin과 paul 친절한 서비스 고마워요
매우 즐거웠습니다
감사합니다

",1.0
5.0,"It was my first time traveling to Cebu, and I really liked Dusit Thani Resort. It's a great place to take pictures, and the sunset bar food and atmosphere are good. I want to come again next time I have the chance.",1.0
5.0,"Server norwin is so kind and careful. Price of beverage and food is expensive but food was so good.
Room was little bit small but room condition was clean and nice. Thank you dusit thani! My memories of cebu is good.",1.0
5.0,"Shout out to Ylaiza and Kevin - super gracious and attentive during our time at the club lounge.  

Made our stay super chill and enjoyable. 

Front office staff also very accommodating and helpful. Thank you!",1.0
5.0,All the staff in the resort are friendly and helpful. The club lounge staff Ylaisa and Gerson were always welcoming us with big smile and heart warming suggestions to what we should order for happy hour !,1.0
5.0,"We had an amazing time at Dusit Thani Mactan, the resort itself is a breath of fresh air. I want to commend people from Front Office for a job well done. Thanks to Ms. Cecille Urbiztondo, Ms. Jenevic, Wendy, Koko, Paul, Ylaisa and Gerson

Thank you once again.",1.0
5.0,"""Overall, it was very clean and easy to spend.""""The food was delicious, and my 3-year-old and 5-year-old children ate a lot.""""The pool was simple, but the water quality was clean, so I was satisfied.""The staff were very nice and the hospitality was high.I would like to visit again when my child grows up!SHEILA&QUEEN was so beautiful that the child was a princess!Thank you for being nice to me",1.0
5.0,Gerson and Ylaisa are very accommodating. Kudos to the chef for the very delicious food. I also love the cocktails. Ambiance is also very nice. This was the best experience I ever had. Will 100% recommend.,1.0
5.0,"I had the opportunity to revisit Dusit Thani Mactan on October 7, 2023, just yesterday, and I was pleasantly surprised by the enhancements or improvement made to the facilities.

When we entered the hotel, the usher was friendly and helpful, although I forgot to check her name tag. She guided us to the front desk with a lovely smile, so acccomodating, assisting us all our needs. All the staff members you encounter are wearing smiles and warmly greet you.

Joshua, the friendly attendant at the towel station, was just as cheerful and accommodating as we headed to the pool for the kids' swim. I also observed him participating alongside Judy Ann during the Zumba dance exercise.

Twice a day, there was a Zumba dance session led by a girl named Judy Ann, who exhibited remarkable enthusiasm even under the sun's heat. Surprisingly, I also spotted her managing the Kids play zone. She's truly a valuable asset!

The lifeguards remained highly vigilant, evident from the occasional loud whistles I heard. This underscores the establishment's commitment to prioritizing safety and security, a significant factor in their operations.

It was also delightful to see our cultural dance, the tinikling, being performed with such excellence and also the I love Cebu theme! 

At noon, we enjoyed a delicious buffet lunch, and all the dishes were exceptionally tasty. Unlike my previous visit in June, they now offer ice cream for kids, which my children thoroughly enjoyed. He also loved the pumpkin soup. The food left both me and my friend completely satisfied and full.  The waiter, Norwin, served us very well too at the pool. 

After our lunch, my children chose to play in their kids' play zone and was pleasantly surprised by the significant improvements. In my previous experience, there was no one attending to the area, but now I noticed that it's always staffed. We met Denthor, who entertained us. I hope they will continue to maintain this level of supervision for the safety of the children. I'm thankful that the management took my previous comment seriously and took action. Kudos and thank you.

There were numerous activities available, and we were delighted to partake in each one. From playing Badminton to riding the kalesa, the hotel came to life with vibrant lights and music at sunset, adding to our enjoyment.

We will certainly be returning soon. My sons has become quite enamored with all the activities and the delicious food.",1.0
5.0,"The best hotel in Mactan. Nice ambiance, spacious deluxe  rooms,best customer service, buffet has variety of selections. very big and clean infinity pool with an overlooking view. Strongly recommended to friends and relatives.",1.0
5.0,"The room, view, buffet breakfast, the pool are very nice. Ms. Cecille from front desk is excellent. Overall it was a good stay and definitely worth it. The food in Benjarong are also very sumptous and the staffs ar every friendly.",1.0
5.0,"Our experience was very nice as well as the hospitality. The waiter (Norwin) surved us well and was very sweet. The food was so tasty and well-balanced. Thank you so much, we definitely recommend this place! We are sure we will come back to this place! ",1.0
1.0,"Reservation officer are rude and not accomodating............
...........
..

.......
..

I have nothimh to say. I am disappointed wifh reservation officee.better change them..they rude with no customer service skill. Tamad p..",0.0
5.0,"Excellent service with amaing kindness. Especially, I had wonderful time at Dusit club lounge. I appreciate specially to Kevin and Paul at the lounge. All food and beverages there were great. And we could enjoy many kinds of cocktails there without limitation. Not only the lounge Dusit's infinite pool was excellent.",1.0
5.0,"My stay at Dusit Thani Cebu Resort with my friends was absolutely amazing! The resort's stunning views, luxurious amenities, and exceptional service made our experience unforgettable. The hospitality was top-notch, and the staff went above and beyond to ensure our stay was comfortable and enjoyable. We loved every moment spent by the pool, indulging in delicious meals, and relaxing in the well-appointed rooms. Looking forward to returning for another wonderful getaway!",1.0
5.0,Very friendly and helpful staff throughout the hotel. Breakfast buffet and club lounge was fantastic with a wife variety of food and beverages. Beds were very comfortable and the rooms were clean and adequately sized,1.0
5.0,"We had the most enjoyable 4 night stay at this resort. The facilities are state of the art, clean, and beautiful. The food and drinks were all delicious and plentiful. The room service was always punctual and impeccably done! But above all, the staff was what made the experience so memorable for us. We were always greeted with smiles and friendly faces, everyone remembered our names and asked about our trip. We are traveling with a toddler and they went out of their way to make her smile and giggle. They were all extremely professional, accommodating, and friendly! We had great service at the restaurant  from Norwin who was great to talk to and very knowledgeable about the area. Febe and Gladys at the breakfast buffet were always so sweet to our toddler, and seeing them really brightened our morning every day! The bartender Leo also had excellent suggestions about what to do, and went out of his way to make special drinks. We were absolutely blown away by how kind everyone was here, and it is the one thing we will remember the most!",1.0
5.0,"We loved our stay at Dusit Thani Mactan Cebu because the facilities and the service are world class. 

The facilities-- from the hotel room, bathroom, the restaurants, the manicured and well-maintained beachside pathways and lounge chairs with umbrellas, the big and small swimming pool -- were designed to give guests ultimate enjoyment in their vacation. The hotel staff are also very good, and they use their training to the best of their abilities to give the guests a great time at Dusit. Special mention goes to the following people who are very memorable because of the excellent guest service, their great personality and because they take time out to interact with us to make sure we were comfortable and we were enjoying ourselves -- Angelie and Min(the OJT) of the Trade Winds breakfast buffet, Teofy and Alvin of the Sunset Bar, Rome of the Benjarong Thai Restaurant and Shiela of the hotel lobby. 

I also enjoyed the aquarobics... The dance instructors are very athletic and very energized. Love them! Keep it up!

Lastly, some suggested areas for improvement: (1) when the room's shower is used, the water overflows to the entire floor space of the lavatory. Can this be resolved? We do not want slippery lavatory floors because it is a safety issue. You don't want guests to suffer an accident while at the hotel room. Putting the floor mat as a barrier is not enough because the mat gets soaked easily; (2) is the jetty always closed-off to the guests? it would be nice if it is open and can be the take-off point for boating or snorkeling..

Overall, our stay was superb! We love your hotel. We will definitely return.",1.0
5.0,"We had a lovely stay and staffs were polite, they always greet us with a smile especially Jehil, Juls and Norwin who always assist us at Sunset bar. Clean resort, good food and very good SINGERS at sunset bar during videoke night.",1.0
5.0, We stay here for 4 nights. Swimming pool and sunset view lead me to choose here. This place is really awesome. Especially sunset bar is the best. So kind and good food! Thanks for norwin. He is very kind for us:),1.0
5.0,"Excellent experience! The swimming pool was the most satisfying, the food and drink were also good. Every staff was so kind and helpful, especially  Norwin was the best :)  I will definitely visit here again!! ",1.0
5.0,"Club rooms were worth it. Our family of 9 enjoyed the stay. Just had 1 bad experience at the lobby resto when we arrived. We waited for our order which we later on found out was mistakenly cancelled. Also, loud EDM music at the pool in the afternoon was not very tasteful. Should have just played beach house/ chillout tracks to make a nice vibe.

Club lounge staff was great. Gerson and the rest were very attentive and cheerful. Food in the lounge was good too. Afternoon tea plus cocktails night everyday. 👍🏼👍🏼

Staff at Tradewinds were also very friendly and attentive.

Overall, would recommend.",1.0
4.0,"The hotel is located right at the tip of Mactan, which allows for great sea views but also means that you take a long time on the very narrow roads coming in.
The star of the place is it's people. Always helpful and friendly. The club lounge is a wonderful escape. Great drinks by Gerson, very attentive service and big smiles all round from his team.",0.75
5.0,"The stay in Dusit was simply fantastic - all of the small fine touches made the stay that more luxurious. 

We were greeted with a great receptionist Gabriel who very kindly helped us with a room upgrade to celebrate our special day. Justien from the concierge team was also extremely helpful.

Last but not least, Norwin from the beautiful Sunset Bar, was one of the most pleasant service professionals we’ve met in the entire country! Kudos to Dusit Thani for an amazing stay. We will definitely be back.

~ Your friends from Singapore",1.0
5.0,"This was the last day visiting Cebu with my parents and  we had a great time. Foods were amazing and all staff  were very helpful even we couldn’t speak English very well.  If we come to Cebu again, definitely we choose to stay here. Highly recommend. ",1.0
5.0,Food is tasty. All food is fresh. Mango is so sweet. :D … Every employee is so nice. Esepcially Gerson is so nice to us. He explained some delicious cocktails so we choose great drinks. Thank you for his kindness :-) …,1.0
5.0,"From the minute we arrived and right throughout our stay to the minute we left all staff and management were all so
Beautiful made our 10 Day stay out of this world 

The resort and its facilities are a 10 out 10 and the huge difference is that staff and management are so respectful to anyone that comes to their establishment

The front desk and concierge staff are always looking out for you and the most helpful people and nothing was a problem to them. 

The breakfast buffet choice was widely spread and you could not leave without feeling full with the amount of food on offer and again every day everyone was greeted beautifully by the staff

If breakfast is included in your package - highly recommend- and you are booked on a early morning trip - the staff will pack you a nice take away breakfast 

Any speciality coffee like Cappuccino - lattes etc are part of the breakfast package unlike most other resorts 

The View Bar is exactly what it is as it has a spectacular view of the ocean and serves fantastic cocktails with highly skilled staff that make you feel like you are royalty

The sunset bar is a sports bar with darts pool table and karaoke with great lunches and dinners served is set just behind the infinity pool and is filled with fun staff dressed as referees is another place to enjoy 

The NAMM Spa is by far and large the most tranquil resort style spa with great masseurs that we would highly recommend their 2.5 hr package that includes body scrub - facial and massage

The 100 metre infinity pool is Devine with the ground staff always attending to the maintenance and upkeep of this huge pool but our favourite was the Rainforest Pool that is set with more shade and Bali Huts - that is so peaceful with the sound of the waterfall 

Our Ocean Room #3511 had everything that you could ask for with the fine detail of the housekeeping efforts that everyday made the room beautiful 

On top of that our room is a club room and the benefits that you get for these rooms is astounding with daily high teas - nightly cocktails with access the Club Room Lounge was a huge surprise and most appreciated gesture

The options from dinners you have on offer you never feel you need to leave this wonderful resort 

There are snack type meals available from the Sunset - beautiful BBQ’ over looking the infinity pool - weekends buffet at the Tradewinds (where breakfast is served) or dine at the Korean Restaurant or The signature Thai Restaurant 

Even though we didn’t use these facilities but this resort has an absolutely amazing Kids indoor air conditioned play centre and a well equipped gym situated in complete privacy 

The grounds and maintenance to the property are continually being looked after in a very discreet way

The resort has so much to offer and the staff and management is the place to come and stay when next in the Philippines - we will be coming back and bringing our family members with us 

You rock Dusit Thani 

Big extra thank you to Mary, Christine, Andrea, Paul, Judy, Seth, Jomar, Faith, Les, Gia, Maria, Jay, Matt, Dindo, Jan, Claude, Dalen, Noren, Jen, Ritchel and if we have missed your name thank you ❤️",1.0
